"state","year","republican","legprof_squire","exp_pupil10000_adj","mathscore4th","readscore4th","time","intercept","event"
"Alaska",2012,0,22.7,1.27712674483066,230.375142857143,211.547,5,1,0
"Alaska",2013,1,21.9,1.34923086893929,223.833,211.547,11,1,0
"Alaska",2014,1,22.7714285714286,1.41685007127649,223.833,211.547,3,1,0
"Alaska",2015,0,22.9857142857143,1.50607913936489,223.833,211.547,14,1,0
"Alaska",2016,1,23.0571428571429,1.60105840487846,223.833,211.547,6,1,0
"Alaska",2017,0,22.8428571428571,1.50607913936489,223.833,211.547,9,1,0
"Alaska",2018,0,22.7,1.47737224791887,225.141428571429,211.547,16,1,0
"Alaska",2019,0,23.2,1.5203049694482,234.2515,211.547,17,1,0
"Arizona",1989,0,19.1714285714286,0.847783124890029,234,215,5,1,0
"Arizona",1990,0,24.1875,0.840793571262781,216.9955,206.2685,2,1,0
"Arizona",1991,1,26.4,0.967855859551178,236,208.332,28,1,0
"Arizona",1992,0,21.1857142857143,0.853375949177302,239,208.873,29,1,0
"Arizona",1993,1,24.1875,0.768786021556328,237.579,211.192,28,1,0
"Arizona",1994,0,26.4,0.847783124890029,231.937,216,20,1,0
"Arizona",1995,1,19.1714285714286,0.847783124890029,228.911,212.395,28,1,0
"Arizona",1996,1,20.5142857142857,0.748468425600234,218.222,213,30,1,0
"Arizona",1997,1,26.9833333333333,0.748972000252112,235.158,216,10,1,0
"Arizona",1998,1,26.4,0.960741331607795,217.899,212.395,8,1,0
"Arizona",1999,1,23.2,0.840793571262781,236,209.989,16,1,0
"Arizona",2000,1,21.1857142857143,0.840793571262781,225.563333333333,208.008,1,1,0
"Arizona",2001,0,24.5,0.757623389545942,217.576,206.324,17,1,0
"Arizona",2002,0,26.6333333333333,0.840793571262781,234,205.619,22,1,0
"Arizona",2003,1,26.4,0.740854955632713,235.158,208.873,27,1,0
"Arizona",2004,1,26.6333333333333,0.756734511591051,218.222,206.324,27,1,0
"Arizona",2005,0,26.4,0.740854955632713,215.254,206.3795,9,1,0
"Arizona",2006,0,18.5,0.912006208243969,238,214,19,1,0
"Arizona",2007,1,21.75,0.768786021556328,225.563333333333,205.619,27,1,0
"Arizona",2008,0,26.4,0.869009279986604,238,208.008,16,1,0
"Arizona",2009,0,26.4,0.873798024357419,215.254,209.755,13,1,0
"Arizona",2010,0,26.5166666666667,0.747064334038486,230.869,205.891,13,1,0
"Arizona",2011,1,25.8,0.745549437349014,240,206.324,9,1,0
"Arizona",2012,1,26.6333333333333,0.967855859551178,218.545,209.402,21,1,0
"Arizona",2013,0,19.1714285714286,0.728884628597841,229.991,212.6975,5,1,0
"Arizona",2014,1,25.8,0.728884628597841,215.254,214,23,1,0
"Arizona",2015,0,20.125,0.869009279986604,216.9955,205.891,25,1,0
"Arizona",2016,0,26.6333333333333,0.817256227472205,218.222,208.332,13,1,0
"Arizona",2017,1,21.1857142857143,0.853375949177302,229.991,215,22,1,0
"Arizona",2018,1,21.8571428571429,0.728884628597841,230.869,208.332,29,1,0
"Arizona",2019,1,26.4,0.756734511591051,238,211.192,30,1,0
"Arkansas",1989,0,10.4625,0.78880780512214,232.276,210.9,10,1,0
"Arkansas",1990,0,10.6,0.642471279995202,216.0935,208.634,3,1,0
"Arkansas",1991,0,10.4285714285714,0.621457177622349,229.007,210.812,0,1,0
"Arkansas",1992,0,10.4285714285714,0.677078263252585,210.206,210.9,3,1,0
"Arkansas",1993,0,10.7,1.03277038426972,213.026,210.9,14,1,0
"Arkansas",1994,0,10.5142857142857,0.677093269246822,210.206,213.615,16,1,0
"Arkansas",1995,0,10.4285714285714,0.71742460255999,215.9285,211.847,0,1,0
"Arkansas",1996,0,10.4857142857143,0.621457177622349,220.453,208.688,17,1,0
"Arkansas",1997,0,10.4285714285714,0.677093269246822,236.608,208.688,5,1,0
"Arkansas",1998,0,10.4857142857143,1.03277038426972,236.608,208.715,16,1,0
"Arkansas",1999,0,10.4125,0.890885628811778,235.545,215.3435,9,1,0
"Arkansas",2000,0,10.425,0.705402518743361,229.007,210.9,15,1,0
"Arkansas",2001,0,10.5714285714286,0.78880780512214,210.206,211.847,12,1,0
"Arkansas",2002,0,10.6,0.810660585257993,216.011,208.742,16,1,0
"Arkansas",2003,0,10.4,0.677093269246822,220.453,208.715,17,1,0
"Arkansas",2004,0,10.4875,0.909079290036757,215.9285,208.634,15,1,0
"Arkansas",2005,0,10.5428571428571,0.890885628811778,214.436,210.9,17,1,0
"Arkansas",2006,0,10.4875,0.667594008949404,224.73,208.688,14,1,0
"Arkansas",2007,0,10.425,0.698236449931256,235.545,212.882,13,1,0
"Arkansas",2008,0,10.475,0.71742460255999,236.608,208.634,9,1,0
"Arkansas",2009,0,10.6,0.677078263252585,210.206,208.634,0,1,0
"Arkansas",2010,0,10.4625,0.698236449931256,213.026,212.882,5,1,0
"Arkansas",2011,0,10.5714285714286,0.658933679650164,229.007,211.847,8,1,0
"Arkansas",2012,0,10.4125,0.6119109171377,210.206,208.634,13,1,0
"Arkansas",2013,0,10.4,0.658933679650164,216.011,208.688,0,1,0
"Arkansas",2014,0,10.4125,0.99880062325249,213.026,210.812,9,1,0
"Arkansas",2015,0,10.5714285714286,0.677093269246822,235.545,208.634,15,1,0
"Arkansas",2016,0,10.4625,0.788920706030978,216.176,217.072,8,1,0
"Arkansas",2017,0,10.5714285714286,0.642471279995202,214.436,208.715,9,1,0
"Arkansas",2018,0,10.5714285714286,0.810660585257993,210.206,215.3435,16,1,0
"Arkansas",2019,0,10.4875,0.6119109171377,214.436,215.3435,5,1,0
"California",1989,0,60.35,0.827601718031134,211.80275,205.044,0,1,0
"California",1990,0,58.45,0.92638887075019,217.614333333333,198.17925,5,1,0
"California",1991,0,61.8142857142857,0.8297791645856,208.399,204.171,8,1,0
"California",1992,0,61.0285714285714,0.92638887075019,222.534666666667,201.00975,19,1,0
"California",1993,0,60.2428571428571,0.98982305809471,230.8545,198.17925,6,1,0
"California",1994,0,57.775,0.824301924955826,208.399,201.00975,16,1,0
"California",1995,0,58.85,1.10350765227902,208.399,202.248,17,1,0
"California",1996,0,58.85,0.92638887075019,208.764,207.517,16,1,0
"California",1997,0,58.1,1.10350765227902,230.034,206.512,15,1,1
"Colorado",1989,0,20.05,1.05842629490626,223.4145,221.609,5,1,0
"Colorado",1990,0,18.9142857142857,1.040374228777,221.023,223.6945,14,1,0
"Colorado",1991,0,18.8,0.910903702362746,225.806,221.609,12,1,0
"Colorado",1992,0,19.95,0.910236058995573,232.511,223.661,1,1,0
"Colorado",1993,0,20.2,1.01272887878227,221.023,216.525,13,1,0
"Colorado",1994,0,18.0571428571429,0.836706312736207,221.023,213.481,15,1,0
"Colorado",1995,0,19.7714285714286,0.874456180415744,239.216,224.715,18,1,0
"Colorado",1996,0,18.0571428571429,0.859765148126575,235.193,223.6945,7,1,0
"Colorado",1997,0,20.4,0.836706312736207,240.206,216.525,16,1,0
"Colorado",1998,1,17.6285714285714,1.05842629490626,232.511,220.241,11,1,0
"Colorado",1999,1,17.2,0.859765148126575,223.4145,224.715,14,1,0
"Colorado",2000,0,28.4,0.894545090470858,233.852,223.661,15,1,0
"Colorado",2001,0,18.0571428571429,0.871547140150189,231.17,216.525,2,1,0
"Colorado",2002,0,28.4,0.897303346057452,240.206,220.241,8,1,0
"Colorado",2003,0,20.05,1.01272887878227,232.511,216.861,2,1,0
"Colorado",2004,0,20.2,1.10753899375578,233.852,216.525,9,1,0
"Colorado",2005,0,18.9142857142857,0.874456180415744,228.488,222.293,17,1,0
"Colorado",2006,1,26.8,0.910903702362746,239.711,222.977,16,1,0
"Colorado",2007,0,26.8,1.01272887878227,233.852,223.656,18,1,0
"Colorado",2008,0,20.4,0.871547140150189,223.4145,215.171,12,1,0
"Colorado",2009,1,17.2,0.871547140150189,237.2045,220.241,11,1,0
"Colorado",2010,0,17.6285714285714,0.894545090470858,224.61025,223.733,18,1,0
"Colorado",2011,0,17.6285714285714,0.881091647575194,221.023,215.171,15,1,0
"Colorado",2012,0,18.8,1.04376528757985,231.17,216.525,1,1,0
"Colorado",2013,0,20.15,0.894545090470858,240.206,220.925,6,1,0
"Colorado",2014,0,18.0571428571429,0.859347276335699,237.2045,220.925,17,1,0
"Colorado",2015,1,28.4,0.874456180415744,239.711,224.715,11,1,0
"Colorado",2016,1,20.1,1.04376528757985,231.17,216.525,5,1,0
"Colorado",2017,0,19.3428571428571,0.910236058995573,241.669,221.609,3,1,0
"Colorado",2018,1,28.4,0.881091647575194,229.829,216.525,15,1,0
"Colorado",2019,1,23.6,1.05312042007081,224.61025,223.6585,2,1,0
"Connecticut",1989,0,17.9714285714286,1.47195134297929,232.027,229.381,6,1,0
"Connecticut",1990,0,19.4,1.37668322467091,232.8975,221.613,14,1,0
"Connecticut",1991,0,17.9714285714286,1.8311250226111,240.615,228.088,13,1,0
"Connecticut",1992,0,18.925,1.40441171685682,232.8975,229.537,13,1,0
"Connecticut",1993,0,19.2,1.39211515351574,240.615,226.4785,18,1,0
"Connecticut",1994,0,19,1.8311250226111,233.33275,228.972,9,1,0
"Connecticut",1995,0,23.15,1.37668322467091,242.756,228.972,2,1,0
"Connecticut",1996,0,18.3142857142857,1.38885002043519,240.615,226.4785,7,1,0
"Connecticut",1997,0,18.1428571428571,1.65062470114119,242.7065,221.613,8,1,0
"Connecticut",1998,0,19.2,1.65062470114119,229.4125,227.047,11,1,0
"Connecticut",1999,0,18.1428571428571,1.39211515351574,232.46225,229.849,10,1,0
"Connecticut",2000,0,19.4,1.38885002043519,241.368,228.341,18,1,0
"Connecticut",2001,0,18.925,1.6937930251496,236.050333333333,227.047,15,1,0
"Connecticut",2002,0,21.7375,1.60068236135808,232.46225,226.4785,16,1,0
"Connecticut",2003,0,20.6125,1.65062470114119,240.615,221.613,2,1,0
"Connecticut",2004,0,19,1.38885002043519,236.050333333333,221.613,0,1,0
"Connecticut",2005,0,18.6571428571429,1.87049142086177,240.615,229.693,9,1,0
"Connecticut",2006,0,18.3625,1.83492536914937,226.798,225.753,9,1,0
"Connecticut",2007,0,18.1428571428571,1.53413482234007,229.4125,222.418,12,1,0
"Connecticut",2008,0,18.3142857142857,1.39898882897452,242.7065,226.2115,2,1,0
"Connecticut",2009,0,18.3142857142857,1.8311250226111,229.4125,226.2115,18,1,0
"Connecticut",2010,0,19.6,1.39898882897452,242.413,221.613,8,1,0
"Connecticut",2011,0,20.6125,1.38885002043519,232.8975,221.613,20,1,0
"Connecticut",2012,0,18.3142857142857,1.65062470114119,240.615,226.2115,12,1,0
"Connecticut",2013,0,18.8285714285714,1.89954960980041,226.798,226.2115,0,1,0
"Connecticut",2014,0,17.9714285714286,1.89954960980041,232.46225,226.4785,1,1,0
"Connecticut",2015,0,18.4857142857143,1.46568471083227,243.5655,228.10825,23,1,0
"Connecticut",2016,0,17.9714285714286,1.38476419853461,232.46225,227.047,18,1,0
"Connecticut",2017,0,18.1428571428571,1.37668322467091,226.798,230.005,6,1,0
"Connecticut",2018,0,21.7375,1.39898882897452,241.368,229.537,1,1,0
"Connecticut",2019,0,21.7375,1.41462331353979,242.7065,222.418,20,1,0
"Delaware",1989,0,17.15,1.47749572609155,217.9,225.513,2,1,0
"Delaware",1990,0,15.35,1.46307602137957,217.9,224.304,20,1,0
"Delaware",1991,0,15.35,1.35100049161885,223.953857142857,206.878,15,1,0
"Delaware",1992,0,15.5333333333333,1.25835479701889,215.74375,206.715,16,1,0
"Delaware",1993,0,14.8857142857143,1.49730661652122,216.4625,212.923,21,1,0
"Delaware",1994,0,17.15,1.1278203215787,217.9,212.923,20,1,0
"Delaware",1995,0,15.5333333333333,1.23186189675653,216.4625,219.98825,2,1,0
"Delaware",1996,0,14.9833333333333,1.08934822428806,240.643,212.923,10,1,0
"Delaware",1997,0,14.8428571428571,1.45554214024741,218.001285714286,212.923,12,1,0
"Delaware",1998,0,15.5333333333333,1.47749572609155,239.491,206.552,7,1,0
"Delaware",1999,0,15.7166666666667,1.23681972848062,215.025,206.715,21,1,0
"Delaware",2000,0,14.8857142857143,1.195348808638,239.9255,223.929,12,1,0
"Delaware",2001,0,16.125,1.46307602137957,239.491,225.322,18,1,0
"Delaware",2002,0,14.9285714285714,1.47749572609155,240.756,206.878,19,1,0
"Delaware",2003,0,17.6625,1.46434231216666,241.795,225.322,13,1,0
"Delaware",2004,0,14.8857142857143,1.47749572609155,215.025,225.513,19,1,0
"Delaware",2005,0,17.6625,1.08934822428806,217.9,224.304,15,1,0
"Delaware",2006,0,14.8,1.49730661652122,217.9,225.322,2,1,0
"Delaware",2007,0,17.6625,1.20100158736627,215.74375,225.071,20,1,0
"Delaware",2008,0,17.15,1.45554214024741,217.9,212.923,12,1,0
"Delaware",2009,0,14.8857142857143,1.08934822428806,241.795,224.304,5,1,0
"Delaware",2010,0,15.7166666666667,1.08934822428806,229.906428571429,212.923,21,1,0
"Delaware",2011,0,15.1666666666667,1.46434231216666,239.491,224.304,3,1,0
"Delaware",2012,0,18.1,1.23186189675653,217.9,206.389,15,1,0
"Delaware",2013,0,15.9,1.37009939946752,241.795,215.6725,8,1,0
"Delaware",2014,0,16.125,1.23681972848062,217.9,206.552,9,1,0
"Delaware",2015,0,14.9833333333333,1.08535694597631,239.717,219.98825,10,1,0
"Delaware",2016,0,14.9714285714286,1.1278203215787,223.953857142857,219.98825,9,1,0
"Delaware",2017,0,15.1666666666667,1.08535694597631,232.882714285714,225.4545,7,1,0
"Delaware",2018,0,15.1666666666667,1.09757226697697,239.9255,212.923,21,1,0
"Delaware",2019,0,15.9,1.46434231216666,239.717,211.35675,1,1,0
"Florida",1989,1,22.75,0.87969554069234,236.33,208.308,5,1,0
"Florida",1990,1,23.4142857142857,0.986678586291741,228.596142857143,221.5,17,1,0
"Florida",1991,0,22.75,0.888772153607808,220.896857142857,224.604,12,1,0
"Florida",1992,0,25.2,0.902024480446591,214.727,218.014,5,1,0
"Florida",1993,0,22.6714285714286,0.87969554069234,231.162571428571,223.535,7,1,0
"Florida",1994,1,24.9,0.910091127117999,220.896857142857,208.308,7,1,0
"Florida",1995,1,24.5285714285714,0.796463552439701,231.162571428571,208.308,15,1,0
"Florida",1996,1,23.625,0.887054734401038,215.2455,210.069,22,1,0
"Florida",1997,0,25.35,0.87969554069234,239.826,208.308,2,1,0
"Florida",1998,1,21.8666666666667,0.938369024273508,241.9825,207.901,14,1,0
"Florida",1999,0,23.0428571428571,1.06828436953353,213.69,205.5205,13,1,0
"Florida",2000,0,23.0428571428571,1.04717734653164,213.69,208.308,20,1,0
"Florida",2001,1,22.75,0.899017460253004,218.330428571429,210.069,10,1,0
"Florida",2002,1,23.0428571428571,0.910091127117999,213.69,208.308,1,1,0
"Florida",2003,0,21.2166666666667,0.91881658015373,215.2455,218.7395,1,1,0
"Florida",2004,1,23.0428571428571,1.03984754180358,242.02,205.308,6,1,0
"Florida",2005,0,21.8666666666667,0.877604068977461,223.463285714286,224.529,16,1,0
"Florida",2006,0,21.875,0.902024480446591,236.33,212.237,21,1,0
"Florida",2007,1,22.6714285714286,0.986678586291741,213.69,205.5205,20,1,0
"Florida",2008,1,24.5285714285714,0.87969554069234,213.69,210.069,1,1,0
"Florida",2009,1,21.65,0.91881658015373,240.4755,214.405,0,1,0
"Florida",2010,1,25.05,0.910091127117999,226.029714285714,212.237,3,1,0
"Florida",2011,1,23.0428571428571,0.877604068977461,240.4755,205.733,14,1,0
"Florida",2012,1,25.425,0.938369024273508,215.2455,218.7395,23,1,0
"Florida",2013,1,22.0833333333333,0.902585428678631,220.896857142857,207.901,9,1,0
"Florida",2014,1,21.875,1.03984754180358,226.029714285714,208.308,3,1,0
"Florida",2015,0,21.2166666666667,0.902585428678631,214.727,214.405,0,1,0
"Florida",2016,0,22.75,1.04717734653164,226.029714285714,208.308,18,1,0
"Florida",2017,1,21.4333333333333,0.910091127117999,213.69,204.883,6,1,0
"Florida",2018,0,23.0428571428571,0.980122739193791,213.69,225.673,22,1,0
"Florida",2019,1,25.425,0.938369024273508,241.945,223.535,15,1,0
"Georgia",1989,1,12.15,1.06568022019061,217.2165,218.888,19,1,0
"Georgia",1990,0,11.6,0.789241220422158,234.4225,221.4055,1,1,0
"Georgia",1991,0,11.6,1.02366223008615,235.209,212.341,22,1,0
"Georgia",1992,1,11.2142857142857,1.10236053202743,231.9455,207.6765,1,1,0
"Georgia",1993,0,11.025,0.758013944417932,215.5255,221.4055,3,1,0
"Georgia",1994,1,14.9,0.827626840512413,215.595,214.818,13,1,0
"Georgia",1995,0,12.15,0.977064124222237,218.977,220.811,19,1,0
"Georgia",1996,1,12.7,0.800269688864417,239.1835,206.844,16,1,0
"Georgia",1997,0,11.6,0.994105990340931,235.209,217.848,25,1,0
"Georgia",1998,0,11.6,0.867221243814187,216.33625,214.431,24,1,0
"Georgia",1999,1,14.9,1.06568022019061,236.03,214.431,3,1,0
"Georgia",2000,1,14.35,1.11468391719489,216.33625,214.014,19,1,0
"Georgia",2001,0,11.6,1.14463493242469,235.209,208.09275,10,1,0
"Georgia",2002,0,11.0857142857143,1.14463493242469,235.6195,213.597,26,1,0
"Georgia",2003,0,10.9571428571429,0.758013944417932,215.595,214.431,1,1,0
"Georgia",2004,0,11.0857142857143,0.805429952069551,237.1985,222,16,1,0
"Georgia",2005,1,11.0857142857143,1.11468391719489,215.595,222,9,1,0
"Georgia",2006,0,12,1.14463493242469,215.595,207.26025,6,1,0
"Georgia",2007,0,12.975,0.994105990340931,236,212.341,18,1,0
"Georgia",2008,1,12.15,1.11468391719489,236.03,216.6595,9,1,0
"Georgia",2009,0,11.6,0.970700706484706,235.6195,218.888,0,1,0
"Georgia",2010,0,10.7,0.827626840512413,215.456,207.26025,1,1,0
"Georgia",2011,0,11.6,1.06568022019061,218.09675,221.4055,26,1,0
"Georgia",2012,1,11.3428571428571,1.02366223008615,238.367,207.6765,23,1,0
"Georgia",2013,1,12.7,0.972350512088613,235.209,207.26025,21,1,0
"Georgia",2014,0,12,0.800269688864417,215.456,222,0,1,0
"Georgia",2015,1,11.35,1.06568022019061,217.2165,207.26025,22,1,0
"Georgia",2016,0,12.15,0.990576828402531,222.736333333333,210.08625,18,1,0
"Georgia",2017,0,11.6,0.789241220422158,236.03,213.24075,5,1,0
"Georgia",2018,0,11.6,1.08839353009474,230.255,212.341,0,1,0
"Georgia",2019,0,12.7,1.11468391719489,235.209,219.3295,9,1,0
"Hawaii",1989,0,25.2,1.37129707748677,234.286,212.1155,24,1,0
"Hawaii",1990,0,32.1,1.51785387987829,240.5,203.427,6,1,0
"Hawaii",1991,0,24.0428571428571,1.32540115102004,240.911,200.01525,13,1,0
"Hawaii",1992,0,32.1,0.964134427449992,214.057,208.9195,8,1,0
"Hawaii",1993,0,23.1166666666667,1.57626964925303,239,205.6205,20,1,0
"Hawaii",1994,0,25.5833333333333,0.992187489131061,219.824333333333,209.579,15,1,0
"Hawaii",1995,0,32.1,1.30920284061868,223.329666666667,200.59175,14,1,0
"Hawaii",1996,0,32.1,1.37129707748677,238,213.497,27,1,0
"Hawaii",1997,0,24.0428571428571,0.977062566863584,214.966,203.656,15,1,0
"Hawaii",1998,0,23.2714285714286,1.4472565988764,237.251,211.538,18,1,0
"Hawaii",1999,0,23.7333333333333,0.929534616141673,219.824333333333,212.0565,26,1,0
"Hawaii",2000,0,23.6571428571429,1.21198336140623,214.73875,213.497,27,1,0
"Hawaii",2001,0,32.1,1.4472565988764,228.466,211.538,10,1,0
"Hawaii",2002,0,28.1666666666667,1.17919210669659,214.057,213.615,18,1,0
"Hawaii",2003,0,25.5,0.94880217491878,238.5,215,6,1,0
"Hawaii",2004,0,24.0428571428571,0.964134427449992,238,209.579,8,1,0
"Hawaii",2005,0,24.8142857142857,1.4472565988764,234.983,218,17,1,0
"Hawaii",2006,0,32.1,1.36092200400399,237.251,203.427,22,1,0
"Hawaii",2007,0,32.1,0.929534616141673,232.1915,217,30,1,1
"Idaho",1989,1,13.6333333333333,0.829177274884922,240.329,219.317,23,1,0
"Idaho",1990,1,12.125,0.756589508518749,223.0175,223,20,1,0
"Idaho",1991,1,16.9,0.845309620297145,221.563,219.915,23,1,0
"Idaho",1992,1,12.6,0.55192391088453,222.653875,220.9265,16,1,0
"Idaho",1993,1,12.6,0.55192391088453,221.563,222.2135,28,1,0
"Idaho",1994,1,13.5,0.75978071028401,239,220.0378,18,1,0
"Idaho",1995,1,12.9,0.75978071028401,224.108375,219.7675,15,1,0
"Idaho",1996,1,11.8,0.833460099630102,227.962666666667,219.7675,6,1,0
"Idaho",1997,1,12.3125,0.756589508518749,239.5,223,18,1,0
"Idaho",1998,1,12,0.791163111614421,240,220.06,21,1,0
"Idaho",1999,1,13.6333333333333,0.756589508518749,240.686,219.8576,30,1,0
"Idaho",2000,1,13.2,0.804137081991374,221.563,219.317,0,1,0
"Idaho",2001,1,12.125,0.754281458344587,241.043,222.2135,15,1,0
"Idaho",2002,1,12.2,0.792281288750418,240.903,222,20,1,0
"Idaho",2003,1,15.2666666666667,0.75978071028401,240,219.317,14,1,0
"Idaho",2004,1,11.375,0.55192391088453,222.653875,219.317,27,1,0
"Idaho",2005,1,11.8,0.775143976376687,222.29025,223,26,1,0
"Idaho",2006,0,13.8,0.838915620524926,240.329,221.86,3,1,0
"Idaho",2007,1,13.5,0.829177274884922,239.5,222.5,7,1,0
"Idaho",2008,1,11.375,0.672879767668115,223.0175,219.8576,21,1,0
"Idaho",2009,1,12.3125,0.75978071028401,241,219.6774,21,1,0
"Idaho",2010,1,12.6,0.831868073643418,221.563,219.5873,3,1,0
"Idaho",2011,1,13.2,0.85787997554204,241.2765,220.1279,17,1,0
"Idaho",2012,1,16.9,0.775143976376687,221.563,219.317,30,1,0
"Idaho",2013,0,16.9,0.754281458344587,239,219.9477,29,1,0
"Idaho",2014,1,12.2,0.85787997554204,240.973,220.218,11,1,0
"Idaho",2015,1,16.9,0.833460099630102,223.381125,223.404,24,1,0
"Idaho",2016,1,15.2666666666667,0.816991678892543,241.043,221.86,30,1,0
"Idaho",2017,1,11.375,0.742388133189314,221.563,222.5,28,1,0
"Idaho",2018,1,11.8,0.792281288750418,223.381125,220.9265,16,1,0
"Idaho",2019,1,11.375,0.756589508518749,241.65,219,17,1,0
"Illinois",1989,0,25.0285714285714,0.973956434489317,237.7865,216.304,17,1,0
"Illinois",1990,0,24.3142857142857,1.11830089736829,232.962,219.2615,3,1,0
"Illinois",1991,0,29.375,1.19199595598992,229.563333333333,216.304,8,1,0
"Illinois",1992,0,27.725,0.983219654803634,222.976,216.304,18,1,0
"Illinois",1993,0,26.9,0.955889823004124,222.976,216.49,14,1,0
"Illinois",1994,0,27.1,0.976335662459241,232.962,216.304,9,1,0
"Illinois",1995,0,24.6714285714286,0.955889823004124,222.976,216.397,16,1,0
"Illinois",1996,0,26.1,0.960426142707183,222.976,216.304,8,1,0
"Illinois",1997,0,24.6714285714286,1.26705058573134,222.976,216.304,6,1,0
"Illinois",1998,0,25.7428571428571,0.976335662459241,238.5615,219.2615,16,1,0
"Illinois",1999,0,26.9,0.955889823004124,222.976,216.304,1,1,0
"Illinois",2000,0,23.6,1.23458864508784,222.976,216.304,17,1,0
"Illinois",2001,0,26.4333333333333,1.31292951066856,226.269666666667,216.304,7,1,0
"Illinois",2002,0,27.4333333333333,0.973956434489317,222.976,219.387,12,1,0
"Illinois",2003,0,27.725,1.2278949754394,222.976,216.397,0,1,0
