"state","year","traditional","nborsstd","prevadoptstd","complexity","igrole","regov","unified","perdemstd","incpcadjstd","exppcadjstd","logpopstd","collegstd","perurbanstd","profstd","traditional_nborsstd","traditional_prevadoptstd","traditional_complexity","traditional_igrole","traditional_regov","traditional_unified","traditional_perdemstd","traditional_incpcadjstd","traditional_exppcadjstd","traditional_logpopstd","traditional_collegstd","traditional_perurbanstd","traditional_profstd","intercept","event","billnum"
"AZ",1951,1,-0.182667419314384,0.967275321483612,0,1,1,1,1.30481708049774,-1.37091934680939,-1.31905829906464,-1.03832602500916,-0.986872255802155,-0.0394527092576027,-0.375939905643463,0.380078792572021,1.07694244384766,0,1,1,0,0.806999981403351,-1.42994201183319,-1.17059457302094,-1.1341655254364,-1.17166149616241,0.630517899990082,-0.569300353527069,1,0,7
"AZ",1952,1,0.380078792572021,0.583440244197845,0,1,0,1,1.30481708049774,-1.56306576728821,-0.729496359825134,-0.544019341468811,-1.0937751531601,0.701133489608765,-0.47830718755722,-0.182667419314384,0.254438787698746,0,1,1,1,0.847003281116486,-1.25268709659576,-0.833961129188538,-0.61313670873642,-0.71961510181427,-0.575429201126099,-0.660293519496918,1,1,7
"CA",1951,1,-0.182667419314384,0.802774608135223,0,1,0,1,0.26917964220047,-0.902754604816437,-1.2531327009201,1.6080881357193,-1.01283442974091,1.49446964263916,-1.34842920303345,-0.182667419314384,1.02210891246796,0,1,1,1,-1.06870377063751,-0.930351555347443,-1.17177402973175,1.4716614484787,-1.03879654407501,1.55888915061951,-1.34842920303345,1,0,7
"CA",1952,1,-0.182667419314384,0.802774608135223,0,1,1,1,0.26917964220047,-0.653289675712585,-1.1522444486618,1.6080881357193,-1.03879654407501,1.10169887542725,-1.3844473361969,-0.182667419314384,1.02210891246796,0,1,1,1,0.393633902072906,-0.852040588855743,-1.0152952671051,1.54793405532837,-1.03879654407501,1.4622597694397,-1.24037492275238,1,0,7
"CA",1953,1,-0.182667419314384,1.02210891246796,0,1,0,0,0.424747496843338,-0.653289675712585,-0.841131389141083,1.31819891929626,-0.876915097236633,1.26194822788239,-1.34842920303345,-0.182667419314384,1.02210891246796,0,1,0,1,-0.477545946836472,-1.16257560253143,-1.1522444486618,1.43130218982697,-0.82193648815155,1.38213515281677,-1.44942128658295,1,0,7
"CA",1954,1,-0.182667419314384,0.802774608135223,0,1,1,1,0.362520337104797,-0.85261869430542,-1.17177402973175,1.43130218982697,-1.11668288707733,1.30201053619385,-1.43529653549194,-0.182667419314384,0.747941017150879,0,1,1,1,-0.83520519733429,-0.930351555347443,-1.2531327009201,1.40336883068085,-1.22053146362305,1.38213515281677,-1.42046546936035,1,0,7
"CA",1955,1,-0.182667419314384,0.693107426166534,0,1,1,1,-0.477545946836472,-0.603533923625946,-1.13371908664703,1.64427399635315,-0.931893706321716,1.14176118373871,-1.27639305591583,-0.182667419314384,1.02210891246796,0,1,1,1,-1.06870377063751,-0.735634207725525,-1.0152952671051,1.36637783050537,-1.14264500141144,1.14176118373871,-1.3844473361969,1,0,7
"CA",1956,1,-0.182667419314384,1.02210891246796,0,1,1,1,-1.41095292568207,-1.08767569065094,-0.841131389141083,1.36637783050537,-1.03879654407501,1.55888915061951,-1.42046546936035,-0.182667419314384,0.967275321483612,0,1,0,1,-1.06870377063751,-0.902754604816437,-1.08469367027283,1.70831656455994,-0.931893706321716,1.30201053619385,-1.44942128658295,1,1,7
"CO",1951,1,-0.182667419314384,0.967275321483612,0,1,1,1,-0.289497077465057,-1.48269939422607,-1.30906796455383,-0.301818341016769,-1.12737321853638,0.673773348331451,-0.588257253170013,-0.182667419314384,0.802774608135223,0,1,0,1,0.0442046672105789,-1.53569996356964,-0.763384103775024,-0.402085065841675,-1.04795968532562,-0.12278425693512,-0.628066778182983,1,0,7
"CO",1952,1,-0.182667419314384,0.967275321483612,0,1,0,0,-1.28513121604919,-1.30982303619385,-1.22519969940186,-0.472540110349655,-0.928839325904846,0.741613030433655,-0.827114284038544,-0.182667419314384,1.07694244384766,0,1,0,1,-0.289497077465057,-1.03575360774994,-0.806918561458588,-0.374637991189957,-1.08766639232635,0.605933666229248,-0.6565021276474,1,0,7
"CO",1953,1,-0.182667419314384,0.857608139514923,0,1,1,1,-1.28513121604919,-0.938972949981689,-1.29824924468994,-0.520154356956482,-1.08766639232635,0.108815096318722,-0.520012378692627,-0.182667419314384,0.747941017150879,0,1,1,1,-0.74867856502533,-1.43467438220978,-0.960715651512146,-0.682979881763458,-0.928839325904846,0.877292454242706,-1.19093823432922,1,0,7
"CO",1954,1,-0.182667419314384,0.967275321483612,0,1,1,1,-1.1483678817749,-1.53569996356964,-1.29824924468994,-0.374637991189957,-1.20678675174713,0.49481400847435,-0.520012378692627,-0.182667419314384,0.967275321483612,0,1,1,1,-0.918606400489807,-1.19324326515198,-0.806918561458588,-0.356617212295532,-0.464575499296188,0.26321467757225,-0.952229857444763,1,0,7
"CO",1955,1,-0.182667419314384,0.802774608135223,0,1,0,1,-1.1483678817749,-0.859599232673645,-0.935318946838379,-0.472540110349655,-0.785284101963043,0.843372583389282,-0.554134845733643,-0.182667419314384,0.802774608135223,0,1,1,1,-0.74867856502533,-0.724850535392761,-0.755979299545288,-0.440861701965332,-1.04795968532562,0.707693219184875,-1.19093823432922,1,0,7
"CO",1956,1,0.380078792572021,0.967275321483612,0,1,0,1,0.345083147287369,-0.859599232673645,-1.2627364397049,-0.402085065841675,-0.657000660896301,0.775532901287079,-1.19093823432922,-0.182667419314384,0.802774608135223,0,1,0,1,-0.74867856502533,-1.09221732616425,-1.07516837120056,-0.301818341016769,-1.20678675174713,0.108815096318722,-0.736121118068695,1,1,7
"CT",1951,1,-0.745413601398468,1.07694244384766,0,1,1,1,-0.723491430282593,-0.841582953929901,-1.43530642986298,-0.17206946015358,-1.33812463283539,0.863539159297943,0.230012074112892,-0.745413601398468,1.02210891246796,0,1,1,0,-0.723491430282593,-1.08716356754303,-1.31647026538849,-0.17206946015358,-1.22358584403992,0.868249893188477,0.272386342287064,1,0,7
"CT",1952,1,-0.745413601398468,1.02210891246796,0,1,1,0,-0.723491430282593,-0.841582953929901,-1.31647026538849,-0.313260108232498,-1.2999449968338,0.882382094860077,0.230012074112892,-0.745413601398468,0.967275321483612,0,1,1,0,-1.41898226737976,-0.641429126262665,-1.31647026538849,-0.289168000221252,-1.14722669124603,0.882382094860077,0.272386342287064,1,0,7
"CT",1953,1,-0.745413601398468,1.02210891246796,0,1,1,0,-0.723491430282593,-1.08716356754303,-1.23674249649048,-0.216663628816605,-1.2999449968338,0.87296062707901,0.272386342287064,-0.745413601398468,1.02210891246796,0,1,1,0,-0.723491430282593,-1.08716356754303,-1.40286111831665,-0.250919491052628,-1.33812463283539,0.87296062707901,0.272386342287064,1,0,7
"CT",1954,1,-0.745413601398468,0.967275321483612,0,1,1,0,-0.723491430282593,-0.973968923091888,-1.43530642986298,-0.289168000221252,-1.22358584403992,0.868249893188477,0.208824947476387,-0.745413601398468,0.967275321483612,0,1,1,0,-2.29105424880981,-0.990882754325867,-1.06500005722046,-0.19572339951992,-1.22358584403992,0.863539159297943,0.272386342287064,1,0,7
"CT",1955,1,-0.745413601398468,1.07694244384766,0,1,0,0,-1.41898226737976,-0.990882754325867,-1.40286111831665,-0.19572339951992,-1.2999449968338,0.854117691516876,0.272386342287064,-0.745413601398468,1.07694244384766,0,1,1,0,-0.723491430282593,-1.08716356754303,-1.41757500171661,-0.313260108232498,-1.18540620803833,0.877671360969543,0.272386342287064,1,0,7
"CT",1956,1,-0.745413601398468,0.967275321483612,0,1,1,0,-0.808949708938599,-1.08716356754303,-1.31647026538849,-0.189248606562614,-1.22358584403992,0.882382094860077,0.272386342287064,-0.745413601398468,1.07694244384766,0,1,0,0,-1.41898226737976,-1.08716356754303,-1.44367527961731,-0.19572339951992,-1.14722669124603,0.877671360969543,0.272386342287064,1,0,7
"CT",1957,1,-0.182667419314384,1.07694244384766,0,1,0,0,-1.41898226737976,-0.641429126262665,-1.40286111831665,-0.189248606562614,-1.2999449968338,0.85882842540741,0.230012074112892,-0.745413601398468,1.07694244384766,0,1,1,1,-0.808949708938599,-0.841582953929901,-1.23674249649048,-0.313260108232498,-1.22358584403992,0.877671360969543,0.251199215650558,1,0,7
"CT",1958,1,-0.745413601398468,1.02210891246796,0,1,1,0,-2.29105424880981,-0.913823127746582,-1.06500005722046,-0.189248606562614,-1.2617654800415,0.87296062707901,0.272386342287064,-0.745413601398468,0.967275321483612,0,1,0,0,-1.41898226737976,-0.973968923091888,-1.43530642986298,-0.250919491052628,-1.22358584403992,0.854117691516876,0.272386342287064,1,0,7
"CT",1959,1,-0.745413601398468,1.07694244384766,0,1,1,1,-0.808949708938599,-0.973968923091888,-1.41757500171661,-0.289168000221252,-1.2999449968338,0.877671360969543,0.251199215650558,-0.182667419314384,0.967275321483612,0,1,1,1,-0.808949708938599,-0.641429126262665,-1.31647026538849,-0.19572339951992,-1.18540620803833,0.85882842540741,0.272386342287064,1,0,7
"CT",1960,1,-0.745413601398468,0.967275321483612,0,1,1,0,-2.29105424880981,-0.990882754325867,-1.41757500171661,-0.17206946015358,-1.2999449968338,0.868249893188477,0.272386342287064,-0.745413601398468,1.02210891246796,0,1,0,0,-0.723491430282593,-0.675191938877106,-1.31647026538849,-0.19572339951992,-1.22358584403992,0.868249893188477,0.251199215650558,1,0,7
"CT",1961,1,-0.745413601398468,1.02210891246796,0,1,1,0,-0.808949708938599,-0.990882754325867,-1.41757500171661,-0.17206946015358,-1.22358584403992,0.85882842540741,0.272386342287064,-0.745413601398468,1.02210891246796,0,1,1,1,-2.29105424880981,-0.990882754325867,-1.31647026538849,-0.250919491052628,-1.2617654800415,0.87296062707901,0.272386342287064,1,0,7
"CT",1962,1,-0.745413601398468,0.967275321483612,0,1,0,0,-0.723491430282593,-0.913823127746582,-1.06500005722046,-0.17206946015358,-1.33812463283539,0.85882842540741,0.230012074112892,-0.745413601398468,1.02210891246796,0,1,0,0,-0.808949708938599,-0.841582953929901,-1.43530642986298,-0.17206946015358,-1.18540620803833,0.854117691516876,0.272386342287064,1,0,7
"CT",1963,1,-0.745413601398468,0.967275321483612,0,1,1,0,-0.723491430282593,-0.913823127746582,-1.44367527961731,-0.216663628816605,-1.22358584403992,0.863539159297943,0.208824947476387,-0.745413601398468,1.02210891246796,0,1,0,0,-0.723491430282593,-0.675191938877106,-1.06500005722046,-0.250919491052628,-1.14722669124603,0.877671360969543,0.208824947476387,1,0,7
"CT",1964,1,-0.745413601398468,1.02210891246796,0,1,1,1,-0.723491430282593,-0.973968923091888,-1.43530642986298,-0.19572339951992,-1.33812463283539,0.868249893188477,0.230012074112892,-0.745413601398468,0.967275321483612,0,1,1,0,-0.723491430282593,-0.973968923091888,-1.23674249649048,-0.19572339951992,-1.37630426883698,0.868249893188477,0.272386342287064,1,0,7
"CT",1965,1,-0.745413601398468,1.02210891246796,0,1,1,0,-1.41898226737976,-0.841582953929901,-1.31647026538849,-0.19572339951992,-1.37630426883698,0.87296062707901,0.272386342287064,-0.745413601398468,1.07694244384766,0,1,1,0,-0.723491430282593,-0.990882754325867,-1.40286111831665,-0.216663628816605,-1.37630426883698,0.882382094860077,0.272386342287064,1,0,7
"CT",1966,1,-0.745413601398468,1.07694244384766,0,1,1,0,-1.41898226737976,-1.08716356754303,-1.23674249649048,-0.250919491052628,-1.2999449968338,0.85882842540741,0.208824947476387,-0.745413601398468,1.02210891246796,0,1,0,0,-0.723491430282593,-0.675191938877106,-1.41757500171661,-0.250919491052628,-1.14722669124603,0.85882842540741,0.230012074112892,1,0,7
"CT",1967,1,-0.745413601398468,0.967275321483612,0,1,1,1,-2.29105424880981,-0.913823127746582,-1.40286111831665,-0.19572339951992,-1.2617654800415,0.882382094860077,0.251199215650558,-0.745413601398468,1.02210891246796,0,1,0,0,-0.723491430282593,-0.675191938877106,-1.06500005722046,-0.216663628816605,-1.2617654800415,0.854117691516876,0.208824947476387,1,0,7
"CT",1968,1,-0.182667419314384,1.02210891246796,0,1,0,0,-0.723491430282593,-0.675191938877106,-1.44367527961731,-0.17206946015358,-1.18540620803833,0.87296062707901,0.272386342287064,-0.745413601398468,0.967275321483612,0,1,0,0,-1.41898226737976,-0.913823127746582,-1.43530642986298,-0.216663628816605,-1.37630426883698,0.85882842540741,0.272386342287064,1,0,7
"CT",1969,1,-0.745413601398468,1.07694244384766,0,1,1,0,-1.41898226737976,-0.990882754325867,-1.06500005722046,-0.17206946015358,-1.2999449968338,0.85882842540741,0.208824947476387,-0.745413601398468,1.02210891246796,0,1,0,0,-2.29105424880981,-0.913823127746582,-1.23674249649048,-0.19572339951992,-1.2617654800415,0.877671360969543,0.272386342287064,1,0,7
"CT",1970,1,-0.745413601398468,0.967275321483612,0,1,0,0,-2.29105424880981,-0.675191938877106,-1.40286111831665,-0.189248606562614,-1.18540620803833,0.877671360969543,0.272386342287064,-0.745413601398468,1.02210891246796,0,1,1,0,-0.808949708938599,-0.990882754325867,-1.23674249649048,-0.19572339951992,-1.2999449968338,0.882382094860077,0.272386342287064,1,0,7
"CT",1971,1,-0.182667419314384,1.02210891246796,0,1,1,0,-1.41898226737976,-0.675191938877106,-1.41757500171661,-0.289168000221252,-1.22358584403992,0.85882842540741,0.272386342287064,-0.745413601398468,1.02210891246796,0,1,0,0,-1.41898226737976,-0.641429126262665,-1.43530642986298,-0.17206946015358,-1.2617654800415,0.85882842540741,0.272386342287064,1,0,7
"CT",1972,1,-0.745413601398468,1.02210891246796,0,1,1,0,-0.808949708938599,-1.08716356754303,-1.23674249649048,-0.313260108232498,-1.2999449968338,0.868249893188477,0.272386342287064,-0.745413601398468,1.07694244384766,0,1,0,0,-0.723491430282593,-0.973968923091888,-1.06500005722046,-0.313260108232498,-1.33812463283539,0.882382094860077,0.272386342287064,1,0,7
"CT",1973,1,-0.745413601398468,1.07694244384766,0,1,1,0,-0.808949708938599,-0.990882754325867,-1.06500005722046,-0.189248606562614,-1.33812463283539,0.863539159297943,0.272386342287064,-0.745413601398468,1.02210891246796,0,1,0,0,-0.723491430282593,-0.990882754325867,-1.44367527961731,-0.216663628816605,-1.2999449968338,0.868249893188477,0.251199215650558,1,0,7
"CT",1974,1,-0.745413601398468,1.02210891246796,0,1,1,0,-1.41898226737976,-0.973968923091888,-1.23674249649048,-0.19572339951992,-1.33812463283539,0.882382094860077,0.272386342287064,-0.745413601398468,0.967275321483612,0,1,1,0,-1.41898226737976,-0.841582953929901,-1.41757500171661,-0.19572339951992,-1.37630426883698,0.863539159297943,0.272386342287064,1,0,7
"CT",1975,1,-0.745413601398468,1.02210891246796,0,1,1,0,-0.723491430282593,-0.675191938877106,-1.43530642986298,-0.19572339951992,-1.14722669124603,0.863539159297943,0.272386342287064,-0.745413601398468,1.02210891246796,0,1,0,1,-0.723491430282593,-0.675191938877106,-1.40286111831665,-0.216663628816605,-1.14722669124603,0.863539159297943,0.272386342287064,1,0,7
"CT",1976,1,-0.745413601398468,1.02210891246796,0,1,0,0,-0.723491430282593,-0.990882754325867,-1.44367527961731,-0.189248606562614,-1.37630426883698,0.87296062707901,0.251199215650558,-0.182667419314384,0.967275321483612,0,1,1,1,-0.808949708938599,-0.913823127746582,-1.41757500171661,-0.289168000221252,-1.22358584403992,0.85882842540741,0.251199215650558,1,0,7
"CT",1977,1,-0.745413601398468,0.967275321483612,0,1,0,1,-0.723491430282593,-0.973968923091888,-1.44367527961731,-0.189248606562614,-1.14722669124603,0.868249893188477,0.230012074112892,-0.745413601398468,1.07694244384766,0,1,1,0,-1.41898226737976,-0.913823127746582,-1.31647026538849,-0.17206946015358,-1.2999449968338,0.877671360969543,0.272386342287064,1,1,7
"DE",1951,1,-0.182667419314384,0.802774608135223,0,1,0,0,-0.806460678577423,-0.967675447463989,-0.234447702765465,-1.62649846076965,-1.23580324649811,-0.125025779008865,-0.932455241680145,-0.182667419314384,0.802774608135223,0,1,0,1,0.350231766700745,-0.614640474319458,-1.09863638877869,-1.5594402551651,-1.14722669124603,0.0942277759313583,-0.671667635440826,1,0,7
"DE",1952,1,-0.182667419314384,0.254438787698746,0,1,0,0,-0.448785662651062,-0.341583430767059,-0.548240303993225,-1.85530912876129,-0.788338482379913,0.00182141328696162,-1.36928188800812,0.380078792572021,0.693107426166534,0,1,0,0,-0.806460678577423,-0.834909796714783,-0.548240303993225,-1.54900574684143,-0.696707427501678,-0.125025779008865,-1.03627216815948,1,0,7
"DE",1953,1,0.380078792572021,0.747941017150879,0,1,0,1,-0.670502305030823,-0.341583430767059,-0.621354520320892,-1.6531822681427,-0.696707427501678,0.417650043964386,-1.4564836025238,-0.182667419314384,1.02210891246796,0,1,1,1,-0.670502305030823,-0.967675447463989,-1.09863638877869,-1.54900574684143,-1.10293829441071,-0.0404609851539135,-1.19487833976746,1,0,7
"DE",1954,1,0.380078792572021,0.583440244197845,0,1,1,1,-0.670502305030823,-0.293311059474945,-0.710429906845093,-1.6531822681427,-0.559260845184326,0.048024594783783,-1.03627216815948,0.380078792572021,0.583440244197845,0,1,1,0,0.555215179920197,-0.113426245748997,-0.604953050613403,-1.85530912876129,-1.05865001678467,0.048024594783783,-1.20435678958893,1,0,7
"DE",1955,1,-0.182667419314384,0.583440244197845,0,1,1,0,-0.448785662651062,-1.01964592933655,-1.09863638877869,-1.77045714855194,-0.834153950214386,-0.10388457775116,-0.758869409561157,0.380078792572021,0.857608139514923,0,1,0,1,0.350231766700745,-0.641979396343231,-0.621354520320892,-1.60789442062378,-0.605076372623444,0.371446877717972,-0.952229857444763,1,0,7
"DE",1956,1,0.380078792572021,1.02210891246796,0,1,0,0,-0.670502305030823,-1.01964592933655,-0.795634806156158,-1.6531822681427,-0.834153950214386,-0.188449382781982,-0.932455241680145,-0.745413601398468,0.802774608135223,0,1,1,0,1.02676999568939,-0.783722996711731,-0.433242082595825,-1.7552365064621,-0.788338482379913,-0.188449382781982,-1.19487833976746,1,0,7
"DE",1957,1,-0.182667419314384,0.254438787698746,0,1,1,1,0.12851494550705,-0.709557235240936,-0.710429906845093,-1.90713679790497,-1.28009164333344,0.371446877717972,-1.03627216815948,-0.745413601398468,0.857608139514923,0,1,1,0,0.772748827934265,-0.539882779121399,-1.09863638877869,-1.54900574684143,-0.834153950214386,0.048024594783783,-1.03627216815948,1,0,7
"DE",1958,1,-0.182667419314384,0.802774608135223,0,1,0,0,-0.806460678577423,-1.01964592933655,-0.433242082595825,-1.90713679790497,-0.513445377349854,0.00182141328696162,-1.28839910030365,-0.182667419314384,0.693107426166534,0,1,0,0,0.266565084457397,-1.01964592933655,-0.604953050613403,-1.6531822681427,-0.925785005092621,0.00182141328696162,-1.20435678958893,1,0,7
"DE",1959,1,-0.745413601398468,0.802774608135223,0,1,1,1,-0.448785662651062,-1.09219098091125,-1.05816519260406,-1.81077456474304,-0.650891900062561,0.417650043964386,-1.12031447887421,-0.745413601398468,0.583440244197845,0,1,0,0,0.350231766700745,-0.792228996753693,-0.548240303993225,-1.90713679790497,-0.513445377349854,0.0942277759313583,-1.19487833976746,1,0,7
"DE",1960,1,-0.745413601398468,0.857608139514923,0,1,0,1,1.02676999568939,-0.967675447463989,-0.234447702765465,-1.72135031223297,-1.01436161994934,-0.188449382781982,-1.20435678958893,-0.182667419314384,1.02210891246796,0,1,0,1,0.555215179920197,-1.04415500164032,-0.433242082595825,-1.85530912876129,-1.32437992095947,0.417650043964386,-1.10767650604248,1,0,7
"DE",1961,1,-0.745413601398468,0.967275321483612,0,1,0,1,0.350231766700745,-0.113426245748997,-0.842728853225708,-1.5594402551651,-0.696707427501678,-0.019319785758853,-0.942342579364777,-0.182667419314384,0.857608139514923,0,1,1,1,0.350231766700745,-0.967675447463989,-1.03803193569183,-1.85530912876129,-1.05865001678467,0.00182141328696162,-0.933272957801819,1,0,7
"DE",1962,1,0.380078792572021,1.02210891246796,0,1,1,1,0.555215179920197,-0.783722996711731,-0.710429906845093,-1.60789442062378,-0.650891900062561,-0.0404609851539135,-1.12031447887421,-0.182667419314384,1.02210891246796,0,1,0,1,0.12851494550705,-0.192978903651237,-0.548240303993225,-1.69671928882599,-1.01436161994934,0.325243681669235,-0.671667635440826,1,0,7
"DE",1963,1,-0.745413601398468,0.802774608135223,0,1,1,0,0.555215179920197,-0.709557235240936,-0.489722609519958,-1.97829902172089,-1.01436161994934,-0.0827433839440346,-0.758869409561157,0.380078792572021,1.07694244384766,0,1,0,1,0.266565084457397,-0.192978903651237,-1.09863638877869,-1.6531822681427,-0.742522954940796,-0.0827433839440346,-0.932455241680145,1,0,7
"DE",1964,1,-0.182667419314384,0.254438787698746,0,1,1,0,-0.448785662651062,-1.01964592933655,-0.621354520320892,-1.73813927173615,-0.879969477653503,-0.019319785758853,-1.19487833976746,0.380078792572021,1.02210891246796,0,1,1,0,0.555215179920197,-0.792228996753693,-0.288812309503555,-1.90713679790497,-0.834153950214386,0.325243681669235,-0.846071183681488,1,0,7
"DE",1965,1,-0.745413601398468,0.254438787698746,0,1,1,0,1.02676999568939,-0.293311059474945,-0.842728853225708,-1.72135031223297,-1.14722669124603,-0.0827433839440346,-1.02047479152679,-0.182667419314384,0.967275321483612,0,1,0,1,0.266565084457397,-0.967675447463989,-0.809896290302277,-1.7552365064621,-1.01436161994934,0.232837319374084,-0.932455241680145,1,0,7
"DE",1966,1,-0.182667419314384,0.693107426166534,0,1,1,0,0.772748827934265,-0.113426245748997,-1.09863638877869,-1.85530912876129,-0.742522954940796,0.0942277759313583,-1.28839910030365,-0.745413601398468,1.02210891246796,0,1,1,0,-0.448785662651062,-1.04415500164032,-0.97569727897644,-1.57531464099884,-0.559260845184326,0.371446877717972,-1.36928188800812,1,0,7
"DE",1967,1,-0.182667419314384,0.693107426166534,0,1,1,0,-0.670502305030823,-0.783722996711731,-1.03803193569183,-1.97829902172089,-0.605076372623444,0.048024594783783,-0.671667635440826,-0.182667419314384,0.254438787698746,0,1,0,0,0.12851494550705,-0.539882779121399,-0.234447702765465,-1.90713679790497,-1.23580324649811,-0.0404609851539135,-1.4564836025238,1,0,7
"DE",1968,1,-0.745413601398468,1.02210891246796,0,1,0,1,-0.806460678577423,-1.09219098091125,-1.08226716518402,-1.81077456474304,-0.834153950214386,0.00182141328696162,-1.12031447887421,0.380078792572021,1.02210891246796,0,1,0,1,0.350231766700745,-0.192978903651237,-1.09863638877869,-1.59146249294281,-0.650891900062561,0.186634138226509,-0.671667635440826,1,0,7
"DE",1969,1,-0.745413601398468,1.02210891246796,0,1,0,1,0.772748827934265,-0.539882779121399,-0.604953050613403,-1.62649846076965,-1.32437992095947,-0.167308181524277,-1.19487833976746,-0.182667419314384,0.857608139514923,0,1,0,1,-0.806460678577423,-0.539882779121399,-0.604953050613403,-1.59146249294281,-0.742522954940796,0.325243681669235,-0.671667635440826,1,0,7
"DE",1970,1,-0.182667419314384,0.583440244197845,0,1,0,1,-0.448785662651062,-0.798658311367035,-0.809896290302277,-1.5594402551651,-1.01436161994934,0.325243681669235,-1.19487833976746,-0.182667419314384,0.747941017150879,0,1,0,0,0.12851494550705,-0.709557235240936,-0.489722609519958,-1.81077456474304,-1.01436161994934,0.00182141328696162,-1.37244129180908,1,0,7
