"state","year","republican","legprof_squire","exp_pupil10000_adj","mathscore4th","readscore4th","time","intercept","event"
"North Carolina",1991,0,17.6,0.768214280295431,212.884,211.546,3,1,0
"North Dakota",1991,0,6.65,0.734877515344985,228.663,225.516,3,1,0
"Ohio",1991,0,32.2,0.970434964598453,218.712,217.37,3,1,0
"Oklahoma",1991,0,21.9,0.694150994092016,220.32,220.277,3,1,0
"Oregon",1991,0,16.8,1.02062744992947,223.476,211.557,3,1,0
"Pennsylvania",1991,0,30.95,1.1439320915778,224.306,220.693,3,1,0
"Rhode Island",1991,0,13.05,1.14752970443616,215.449,216.615,3,1,0
"South Carolina",1991,0,17.35,0.741365208335202,212.497,209.716,3,1,0
"South Dakota",1991,0,7.4,0.706881055303606,237.265,222.273,3,1,0
"Tennessee",1991,0,12.6,0.587331891198321,210.948,212.137,3,1,0
"Texas",1991,0,21.25,0.79385531112022,217.919,212.505,3,1,0
"Utah",1991,1,7.45,0.522326484601987,224.042,220.39,3,1,0
"Vermont",1991,0,13.1,1.15752318657532,224.881,226.961,3,1,0
"Washington",1991,0,21.4,0.907182003521022,225.053,212.695,3,1,0
"West Virginia",1991,0,12.05,0.87888841490506,215.269,215.536,3,1,0
"Wisconsin",1991,0,36.45,1.07166719243341,228.692,223.608,3,1,0
"Wyoming",1991,0,5.65,1.02322796288472,225.378,222.983,3,1,0
"Alabama",1992,0,13.525,0.925793794303975,208.328,216.389,16,1,0
"Alaska",1992,0,22.8428571428571,1.33850627844678,229.066714285714,211.547,18,1,0
"Arizona",1992,1,24.5,0.881276179881969,218.868,206.2685,26,1,0
"Arkansas",1992,0,10.4,1.03277038426972,224.73,217.072,0,1,0
"California",1992,0,57.775,0.799820064509969,208.399,206.512,18,1,0
"Colorado",1992,0,20.05,0.824679180551088,228.488,218.551,14,1,0
"Connecticut",1992,0,17.9714285714286,1.39211515351574,232.8975,227.204,17,1,0
"Delaware",1992,0,15.0571428571429,1.37009939946752,217.9,224.8835,16,1,0
"Florida",1992,0,21.2166666666667,1.06828436953353,213.69,205.5205,18,1,0
"Georgia",1992,1,11.2142857142857,0.990576828402531,215.595,211.6635,22,1,0
"Hawaii",1992,0,28.1666666666667,1.4472565988764,214.057,203.656,18,1,0
"Idaho",1992,1,13.5,0.654833183860924,241,220.5,26,1,0
"Illinois",1992,0,24.425,0.960426142707183,222.976,216.304,1,1,0
"Indiana",1992,0,10.3142857142857,1.11041912240118,221.038,219.873,22,1,0
"Iowa",1992,1,24.1,0.947141628477666,243,223,29,1,1
"Kansas",1992,1,18.1,1.13290771958426,232.092,219,28,1,1
"Kentucky",1992,0,8.7,1.10996738778928,230.109,219.042,18,1,0
"Louisiana",1992,0,13.7571428571429,0.738628427436153,211.3125,197.65675,3,1,0
"Maine",1992,0,11.025,1.50198661636639,239.1535,226.81,16,1,0
"Maryland",1992,0,19.2571428571429,1.30247210984325,219.0065,211.1705,9,1,0
"Massachusetts",1992,0,35.55,1.65505502795191,226.598,233.749,15,1,0
"Michigan",1992,1,41.6571428571429,1.15819173386382,223.068,217.2825,14,1,0
"Minnesota",1992,0,16.4333333333333,0.926532975482064,251.0935,222,22,1,0
"Mississippi",1992,0,15.5875,0.805067064301453,208.434,201.529,12,1,0
"Missouri",1992,0,18.4285714285714,0.911803969396641,239.411,216.898,12,1,0
"Montana",1992,0,7.85,0.882773643402067,230.899666666667,222.301,8,1,0
"Nebraska",1992,0,16.5333333333333,1.35497079422596,246,221.565,13,1,0
"Nevada",1992,0,15.7714285714286,0.905144285430232,217.623,214,9,1,0
"New Hampshire",1992,0,3.2,1.53054657039767,238.220909090909,230.5,5,1,0
"New Jersey",1992,0,1,1,112,170,0,1,0
"New Mexico",1992,0,10.9166666666667,0.643890657136968,223.2725,204.869,28,1,0
"New York",1992,0,51.5,1.89311783327518,222.634,217.17775,16,1,0
"North Carolina",1992,0,17.7,0.890399314009471,212.884,212.901,9,1,0
"North Dakota",1992,1,7.2875,1.36249518843384,232.403,224.621375,1,1,0
"Ohio",1992,1,33.44,0.95706119786701,235.190666666667,217.37,14,1,0
"Oklahoma",1992,0,21.3,0.856029118381428,220.32,220.277,5,1,0
"Oregon",1992,0,16.3333333333333,1.10269743313668,236,217.2575,26,1,0
"Pennsylvania",1992,0,30.7,1.41976548012266,228.993428571429,220.693,14,1,0
"Rhode Island",1992,0,11.7375,1.79523186631787,224.07,222.5935,11,1,0
"South Carolina",1992,0,15.425,1.08038197219527,237.705,214.9,10,1,0
"South Dakota",1992,1,7.4,0.682413953594176,237.265,222.273,3,1,0
"Tennessee",1992,0,11.6142857142857,0.648549363001517,219.67925,211.796,5,1,0
"Texas",1992,1,20.1285714285714,0.95926987690167,217.919,214.808,24,1,0
"Utah",1992,1,8.63333333333333,0.653854044061608,225.279,217.53975,10,1,0
"Vermont",1992,0,17.8,1.16970780470344,247.062,222,20,1,0
"Washington",1992,0,19.7571428571429,0.883481632630489,246,222.2915,24,1,0
"West Virginia",1992,0,15.7,1.22114652085962,236,215.5,10,1,0
"Wisconsin",1992,0,43.5375,1.04387459405497,242.375,223.7285,25,1,0
"Wyoming",1992,0,5.4,1.32967373464085,224.55375,222.983,14,1,0
"Alabama",1993,0,8.975,0.602710906014266,209.9875,207.964,5,1,0
"Alaska",1993,0,25.175,1.45720863895946,223.833,211.547,5,1,0
"Arizona",1993,1,20.125,0.745549437349014,216.415,206.213,5,1,0
"Arkansas",1993,0,10.425,0.667594008949404,213.026,208.634,5,1,0
"California",1993,0,58.45,0.812914917540059,208.764,196.764,5,1,0
"Colorado",1993,0,20.4,0.824679180551088,223.4145,213.481,5,1,0
"Connecticut",1993,0,18.925,1.39898882897452,229.4125,222.418,5,1,0
"Delaware",1993,0,16.125,1.08934822428806,216.4625,206.389,5,1,0
"Florida",1993,0,25.05,0.881776159142491,214.727,204.883,5,1,0
"Georgia",1993,0,11.35,0.800269688864417,215.5255,206.844,5,1,0
"Hawaii",1993,0,25.8,0.971660610356932,214.5115,200.88,5,1,0
"Idaho",1993,1,11.375,0.629749322506787,222.29025,219.4972,5,1,0
"Illinois",1993,1,25.25,0.960426142707183,222.976,216.304,5,1,0
"Indiana",1993,0,11.425,0.915275748879542,225.216,219.763,5,1,0
"Kentucky",1993,0,9.05,0.838289026139353,217.518,211.562,5,1,0
"Louisiana",1993,0,15.425,0.71544301353786,206.5805,196.762,5,1,0
"Maine",1993,0,11.025,1.00027778132772,231.923,228.38,5,1,0
"Maryland",1993,0,19.275,1.13742488649037,219.0065,209.645,5,1,0
"Massachusetts",1993,0,40.25,1.14714846245981,227.782,223.16,5,1,0
"Michigan",1993,1,55.025,1.09242087676892,223.068,216.006666666667,5,1,0
"Minnesota",1993,0,18.4,0.923465277872557,230.3435,218.302,5,1,0
"Mississippi",1993,0,13.525,0.562215272305149,205.131,201.529,5,1,0
"Missouri",1993,0,22.025,0.815868202996464,223.475,216.898,5,1,0
"Montana",1993,1,8.225,0.89777567897028,227.516,222.301,5,1,0
"Nebraska",1993,0,17.55,0.887924377871605,226.4385,220.035,5,1,0
"Nevada",1993,0,15.725,0.821104832582867,217.623,205.786,5,1,0
"New Hampshire",1993,1,3.6,0.950598342730975,232.109545454545,223.466,5,1,0
"New Jersey",1993,0,3,1,154,221,0,1,0
"New Mexico",1993,0,9.5,0.683079754043033,213.5715,204.536,5,1,0
"New York",1993,0,55.1,1.52366611305405,220.54,211.741,5,1,0
"North Carolina",1993,0,16.25,0.782226351151683,218.6045,214.358,5,1,0
"North Dakota",1993,1,6.225,0.731734351729266,229.7835,225.239,5,1,0
"Ohio",1993,1,31.85,0.954725300391657,221.536,218.3832,5,1,0
"Oklahoma",1993,0,20.35,0.750094051915011,221.1725,219.921666666667,5,1,0
"Oregon",1993,0,16.05,1.0181991665353,223.476,211.557,5,1,0
"Pennsylvania",1993,1,29.625,1.14530959613951,225.259,215.268,5,1,0
"Rhode Island",1993,0,12.175,1.22113234951381,217.9335,219.94,5,1,0
"South Carolina",1993,0,15.425,0.752471604238793,212.8455,203.416,5,1,0
"South Dakota",1993,1,6.95,0.738751017579833,237.265,222.273,5,1,0
"Tennessee",1993,0,12.15,0.634523788857424,215.062,212.531,5,1,0
"Texas",1993,0,21.375,0.78474716662234,223.316,212.394,5,1,0
"Utah",1993,1,7.075,0.543731989408638,225.279,217.33,5,1,0
"Vermont",1993,0,12.4,1.08124963600866,224.881,226.961,5,1,0
"Washington",1993,0,20.6,0.935706373708213,225.053,212.695,5,1,0
"West Virginia",1993,0,11.825,0.934463295488053,219.3095,213.147,5,1,0
"Wisconsin",1993,1,41.175,1.10641027040369,230.052,224.175,5,1,0
"Wyoming",1993,1,5.675,0.97750777581943,224.287,221.186,5,1,0
"Alabama",1994,0,7.8375,0.643663064974653,210.81725,208.8075,6,1,0
"Alaska",1994,0,24.1875,1.43146115233928,223.833,211.547,6,1,0
"Arizona",1994,1,19.3125,0.748972000252112,216.9955,206.2685,6,1,0
"Arkansas",1994,0,10.4125,0.677093269246822,214.436,208.661,6,1,0
"California",1994,0,57.775,0.799820064509969,208.9465,198.17925,6,1,0
"Colorado",1994,0,18.8,0.859765148126575,224.61025,215.171,6,1,0
"Connecticut",1994,0,18.3625,1.41462331353979,230.71975,224.31475,6,1,0
"Delaware",1994,0,15.6125,1.1278203215787,215.74375,206.552,6,1,0
"Florida",1994,0,24.975,0.8884598883373,215.2455,205.0955,6,1,0
"Georgia",1994,0,11.025,0.827626840512413,215.49075,207.26025,6,1,0
"Hawaii",1994,0,25.5,0.977062566863584,214.73875,200.59175,6,1,0
"Idaho",1994,1,11.1875,0.672879767668115,222.653875,219.5873,6,1,0
"Illinois",1994,1,24.425,0.973956434489317,222.976,216.304,6,1,0
"Indiana",1994,0,11.0125,0.921261651186163,227.305,220.027625,6,1,0
"Kentucky",1994,0,8.875,0.834078997294149,218.753,213.0465,6,1,0
"Louisiana",1994,0,14.9125,0.734076880194889,207.80075,197.65675,6,1,0
"Maine",1994,0,10.4125,1.03902890153761,232.065,227.47525,6,1,0
"Maryland",1994,0,19.0875,1.15411438072725,219.85075,210.1535,6,1,0
"Massachusetts",1994,0,36.725,1.16616792544686,228.374,223.0795,6,1,0
"Michigan",1994,1,53.3125,1.11579060777787,224.663,215.993,6,1,0
"Minnesota",1994,0,18.15,0.942605995505594,231.26825,218.52925,6,1,0
"Mississippi",1994,0,13.1125,0.614546014453913,206.7825,201.95375,6,1,0
"Missouri",1994,0,20.9125,0.836741134395498,224.1045,216.5615,6,1,0
"Montana",1994,1,7.7625,0.882773643402067,227.516,222.9235,6,1,0
"Nebraska",1994,0,17.375,0.90814081688406,226.99125,220.22625,6,1,0
"Nevada",1994,0,15.9125,0.812492745156109,217.623,205.786,6,1,0
"New Hampshire",1994,1,3.5,0.946914235372296,233.331818181818,224.14475,6,1,0
"New Jersey",1994,0,4,1,2,101,0,1,0
"New Mexico",1994,0,9.45,0.715451241827841,213.70775,204.61925,6,1,0
"New York",1994,0,53.3,1.55553046692181,221.587,212.66125,6,1,0
"North Carolina",1994,0,15.575,0.803881470857738,221.46475,213.99375,6,1,0
"North Dakota",1994,1,6.0125,0.728413008262719,230.34375,225.033125,6,1,0
"Ohio",1994,1,31.675,0.952807912498161,222.948,218.8898,6,1,0
"Oklahoma",1994,0,19.575,0.742615604158768,221.59875,219.744,6,1,0
"Oregon",1994,0,15.675,1.01324743158951,223.476,211.557,6,1,0
"Pennsylvania",1994,1,28.9625,1.13505590886786,225.7355,215.939,6,1,0
"Rhode Island",1994,0,11.7375,1.2497175653633,219.17575,219.4265,6,1,0
"South Carolina",1994,0,14.4625,0.737703542869209,213.01975,204.77025,6,1,0
"South Dakota",1994,1,6.725,0.747845323609152,237.265,222.273,6,1,0
"Tennessee",1994,0,11.925,0.65223645793768,217.119,212.34725,6,1,0
"Texas",1994,0,21.4375,0.814168466443937,226.0145,212.834,6,1,0
"Utah",1994,1,6.8875,0.560274354108972,225.8975,217.05125,6,1,0
"Vermont",1994,0,12.05,1.07382333042221,224.881,226.961,6,1,0
"Washington",1994,0,20.2,0.934049315974161,225.053,214.0605,6,1,0
"West Virginia",1994,0,11.7125,0.969616043520046,221.32975,213.7655,6,1,0
"Wisconsin",1994,1,43.5375,1.10815108396053,230.732,223.7285,6,1,0
"Wyoming",1994,1,5.6875,0.988583477665636,223.7415,220.4475,6,1,0
"Alabama",1995,0,6.7,0.626400070894873,211.647,209.651,7,1,0
"Alaska",1995,0,23.2,1.39306947392405,223.833,211.547,7,1,0
"Arizona",1995,1,18.5,0.728884628597841,217.576,206.324,7,1,0
"Arkansas",1995,0,10.4,0.658933679650164,215.846,208.688,7,1,0
"California",1995,0,57.1,0.778368951668706,209.129,199.5945,7,1,0
"Colorado",1995,0,17.2,0.836706312736207,225.806,216.861,7,1,0
"Connecticut",1995,0,17.8,1.37668322467091,232.027,226.2115,7,1,0
"Delaware",1995,0,15.1,1.09757226697697,215.025,206.715,7,1,0
"Florida",1995,0,24.9,0.864631462213311,215.764,205.308,7,1,0
"Georgia",1995,0,10.7,0.805429952069551,215.456,207.6765,7,1,0
"Hawaii",1995,0,25.2,0.950857823690998,214.966,200.3035,7,1,0
"Idaho",1995,1,11,0.654833183860924,223.0175,219.6774,7,1,0
"Illinois",1995,0,23.6,0.947834997548991,222.976,216.304,7,1,0
"Indiana",1995,0,10.6,0.896553484296112,229.394,220.29225,7,1,0
"Kentucky",1995,0,8.7,0.811709062500819,219.988,214.531,7,1,0
"Louisiana",1995,0,14.4,0.714388994519164,209.021,198.5515,7,1,0
"Maine",1995,0,9.8,1.01116222601744,232.207,226.5705,7,1,0
"Maryland",1995,0,18.9,1.12316112147403,220.695,210.662,7,1,0
"Massachusetts",1995,0,33.2,1.1348913910479,228.966,222.999,7,1,0
"Michigan",1995,0,51.6,1.08586518917846,226.258,215.979333333333,7,1,0
"Minnesota",1995,0,17.9,0.917325374936478,232.193,218.7565,7,1,0
"Mississippi",1995,0,12.7,0.598063937437908,208.434,202.3785,7,1,0
"Missouri",1995,0,19.8,0.814299801289106,224.734,216.225,7,1,0
"Montana",1995,1,7.3,0.859097721931513,227.516,223.546,7,1,0
"Nebraska",1995,0,17.2,0.883784549764564,227.544,220.4175,7,1,0
"Nevada",1995,0,16.1,0.790701751991003,217.623,205.786,7,1,0
