"state","year","std_score","initiative","init_sigs","std_population","std_citideology","unified","std_income","std_legp_squire","duration","durationsq","durationcb","year_1993","year_1994","year_1995","year_1996","year_1997","year_1998","year_1999","year_2000","year_2001","year_2002","year_2003","year_2004","year_2005","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","intercept","event","billnum","year_2012","year_2013","year_","year_1991","year_1992"
"CA",1993,-0.382725536823273,1,6.5,5.10055923461914,0.656352996826172,0,1.24709236621857,3.08022665977478,17,121,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",1994,-0.488436698913574,1,6.5,5.70874786376953,0.656352996826172,0,1.24709236621857,3.08022665977478,19,144,4096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",1995,-0.435581117868423,1,6.5,5.96282625198364,0.563373386859894,1,0.828468263149261,3.16234993934631,10,361,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",1996,-0.488436698913574,1,6.5,5.63704490661621,0.381596297025681,1,1.88602602481842,3.16234993934631,0,64,2197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",1997,-0.171303242444992,1,6.5,5.63704490661621,1.01315546035767,0,1.52380752563477,3.08022665977478,19,256,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",1998,-0.488436698913574,1,6.5,5.70874786376953,0.630245625972748,1,0.611086368560791,3.08022665977478,16,144,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",1999,-0.488436698913574,1,6.5,4.96067380905151,0.763595223426819,0,1.9268479347229,3.53190445899963,4,16,5832,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",2000,-0.488436698913574,1,6.5,5.63704490661621,0.350792229175568,1,1.47832226753235,3.16234993934631,1,196,4096,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",2001,1.36150848865509,1,6.5,5.85317230224609,0.589079320430756,0,0.611086368560791,3.53190445899963,6,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",2002,-0.488436698913574,1,6.5,6.16921424865723,1.01315546035767,0,0.610735237598419,3.53190445899963,11,9,512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",2003,-0.0391643084585667,1,6.5,5.96282625198364,0.862946629524231,1,1.88602602481842,3.53190445899963,1,100,5832,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CA",2004,-0.171303242444992,1,6.5,5.10055923461914,0.71356588602066,0,1.9268479347229,3.08022665977478,2,289,2197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"abortion_consent_1992_201",0,0,0,0,0
"CO",1992,-0.105233751237392,1,5,-0.200752437114716,0.361212939023972,0,0.644446134567261,0.0498809143900871,16,196,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",1993,-0.488436698913574,1,5,-0.0493345074355602,-0.294534236192703,0,1.76920413970947,0.0498809143900871,1,64,512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",1994,0.32054728269577,1,5,-0.183204561471939,0.30084028840065,1,0.432370960712433,0.0498809143900871,14,121,1331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",1995,-0.488436698913574,1,5,-0.220023915171623,-0.108699433505535,0,1.66124308109283,-0.196488693356514,9,16,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",1996,-0.488436698913574,1,5,0.0290201157331467,0.00966041162610054,0,1.20120716094971,-0.196488693356514,13,25,4913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",1997,1.34242177009583,1,5,-0.0881089419126511,-0.391011267900467,0,0.748291194438934,-0.196488693356514,14,169,343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",1998,-0.488436698913574,1,5,-0.0759390518069267,0.174323543906212,0,0.870623111724854,0.0498809143900871,16,144,6859,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",1999,-0.488436698913574,1,5,-0.183204561471939,-0.00809149350970984,0,1.20120716094971,0.0498809143900871,3,144,1331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CO",2000,-0.488436698913574,1,5,-0.0600293911993504,-0.08162522315979,1,1.66124308109283,-0.196488693356514,3,289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"abortion_consent_1992_201",0,0,0,0,0
"CT",1992,0.0805616080760956,0,0,-0.290505796670914,1.24230015277863,0,1.79636347293854,-0.0486670024693012,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",1993,-0.488436698913574,0,0,-0.27480673789978,1.15439915657043,0,1.79447746276855,-0.1472148001194,14,25,3375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",1994,-0.488436698913574,0,0,-0.292886972427368,1.51772797107697,0,2.23951578140259,0.00060689594829455,7,0,1331,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",1995,-0.407151222229004,0,0,-0.25704899430275,1.29087126255035,0,2.54824328422546,-0.0486670024693012,8,289,1331,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",1996,-0.488436698913574,0,0,-0.262911379337311,0.49090513586998,0,3.19282698631287,-0.0486670024693012,9,121,1331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",1997,0.0805616080760956,0,0,-0.283538281917572,0.922947883605957,1,2.67893505096436,0.00060689594829455,8,256,5832,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",1998,-0.407151222229004,0,0,-0.245152145624161,1.04391121864319,0,3.55398178100586,-0.1472148001194,6,100,1331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",1999,-0.285223007202148,0,0,-0.25704899430275,1.24230015277863,0,3.08069467544556,-0.0486670024693012,1,121,3375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2000,-0.488436698913574,0,0,-0.247256711125374,0.705786287784576,0,3.34333205223083,-0.0486670024693012,16,144,1728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2001,-0.0820093378424644,0,0,-0.25704899430275,0.49090513586998,0,1.92361962795258,-0.1472148001194,2,256,343,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2002,-0.488436698913574,0,0,-0.292886972427368,0.705786287784576,0,3.08069467544556,-0.0486670024693012,4,1,4096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2003,3.45390868186951,0,0,-0.250554591417313,1.29087126255035,0,1.80518114566803,-0.0486670024693012,3,25,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2004,-0.488436698913574,0,0,-0.278766512870789,1.21027433872223,0,3.08069467544556,0.00060689594829455,11,196,1331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2005,-0.488436698913574,0,0,-0.292886972427368,1.32480132579803,1,2.01028060913086,-0.0486670024693012,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2006,-0.0413665995001793,0,0,-0.292886972427368,1.51772797107697,0,2.85352468490601,0.00060689594829455,3,289,2744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2007,0.0805616080760956,0,0,-0.247256711125374,1.32480132579803,0,2.23951578140259,-0.0486670024693012,18,100,5832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2008,-0.0413665995001793,0,0,-0.27480673789978,2.65891528129578,0,2.82190799713135,-0.1472148001194,5,9,4913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"CT",2009,-0.488436698913574,0,0,-0.26086887717247,1.88948655128479,0,2.82190799713135,0.00060689594829455,5,144,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"abortion_consent_1992_201",0,0,0,0,0
"DE",1992,-0.488436698913574,0,0,-0.789648592472076,0.748524248600006,0,0.666313767433167,-0.368947505950928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"DE",1993,-0.488436698913574,0,0,-0.789648592472076,0.748524248600006,0,0.666313767433167,-0.368947505950928,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"DE",1994,-0.488436698913574,0,0,-0.789648592472076,0.748524248600006,0,0.666313767433167,-0.368947505950928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"DE",1995,-0.488436698913574,0,0,-0.789648592472076,0.748524248600006,0,0.666313767433167,-0.368947505950928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"DE",1996,-0.488436698913574,0,0,-0.789648592472076,0.748524248600006,0,0.666313767433167,-0.368947505950928,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"abortion_consent_1992_201",0,0,0,0,0
"FL",1992,0.0994910821318626,1,8,1.69857096672058,-0.308194786310196,1,0.905265748500824,0.435859858989716,0,36,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",1993,-0.488436698913574,1,8,2.49583196640015,-0.294799357652664,0,0.549302279949188,0.222339615225792,8,169,1331,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",1994,0.0994910821318626,1,8,1.87273073196411,-0.00329162087291479,0,0.926635980606079,0.222339615225792,1,4,729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",1995,-0.488436698913574,1,8,2.21797752380371,0.141773372888565,0,0.951323807239532,0.435859858989716,14,4,729,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",1996,-0.488436698913574,1,8,1.81340634822845,0.109547987580299,1,0.279320597648621,0.222339615225792,8,81,1331,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",1997,0.246473029255867,1,8,2.21797752380371,-0.186122819781303,1,1.13929176330566,0.222339615225792,14,49,1000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",1998,-0.488436698913574,1,8,1.99179863929749,-0.0496959909796715,1,0.493674695491791,0.435859858989716,2,64,2744,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",1999,1.01812827587128,1,8,1.69857096672058,-0.00329162087291479,1,0.343030959367752,0.435859858989716,5,100,729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2000,-0.451691210269928,1,8,2.04310822486877,0.109547987580299,1,0.324543178081512,0.222339615225792,14,144,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2001,-0.267963796854019,1,8,1.81340634822845,-0.35920324921608,1,0.549302279949188,0.222339615225792,4,49,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2002,0.834400773048401,1,8,2.04310822486877,-0.23207314312458,0,0.324543178081512,0.435859858989716,10,4,729,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2003,0.0994910821318626,1,8,1.69857096672058,-0.308194786310196,1,0.443285882472992,0.435859858989716,4,1,343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2004,0.650673449039459,1,8,2.49583196640015,-0.0424256362020969,1,1.13929176330566,0.222339615225792,14,121,2197,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2005,-0.488436698913574,1,8,1.757288813591,-0.0496959909796715,1,0.343030959367752,0.222339615225792,5,4,2197,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2006,0.246473029255867,1,8,1.757288813591,-0.0496959909796715,0,0.951323807239532,0.435859858989716,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2007,1.01812827587128,1,8,1.87273073196411,-0.00329162087291479,0,1.48482954502106,0.435859858989716,13,196,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2008,1.01812827587128,1,8,1.64655256271362,-0.294799357652664,1,0.905265748500824,0.435859858989716,10,144,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2009,-0.304709255695343,1,8,2.27715706825256,-0.00329162087291479,0,0.781495213508606,0.435859858989716,2,81,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2010,-0.488436698913574,1,8,1.757288813591,-0.0953480377793312,0,0.443285882472992,0.435859858989716,9,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"FL",2011,0.466945976018906,1,8,2.15547156333923,-0.00329162087291479,0,1.48482954502106,0.435859858989716,11,196,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1992,1.51201248168945,0,0,0.654910683631897,-0.21821753680706,1,0.757885456085205,-0.65637868642807,7,49,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1993,-0.488436698913574,0,0,0.361596316099167,-0.539891362190247,1,0.0583125837147236,-0.73028951883316,4,81,729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1994,0.0344079658389091,0,0,0.758123874664307,-0.21821753680706,1,0.741028606891632,-0.65637868642807,8,144,729,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1995,-0.306577682495117,0,0,0.490191787481308,-0.767089903354645,1,0.765516519546509,-0.73028951883316,13,81,125,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1996,-0.238380551338196,0,0,0.361596316099167,-0.194296523928642,1,0.563771665096283,-0.73028951883316,4,100,216,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1997,0.966435432434082,0,0,0.592655062675476,-0.731322348117828,1,0.757885456085205,-0.73028951883316,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1998,-0.488436698913574,0,0,0.701122939586639,-0.731322348117828,1,-0.0370190292596817,-0.73028951883316,10,81,125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",1999,1.51201248168945,0,0,0.524797141551971,-0.362104803323746,1,0.261245518922806,-0.65637868642807,10,49,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2000,-0.488436698913574,0,0,0.391878038644791,0.0455055832862854,1,-0.0370190292596817,-0.73028951883316,10,0,729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2001,-0.238380551338196,0,0,0.679585158824921,-0.362104803323746,1,0.563771665096283,-0.73028951883316,9,100,729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2002,-0.44297194480896,0,0,0.361596316099167,0.0455055832862854,1,-0.0656517967581749,-0.65637868642807,12,4,1331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2003,0.966435432434082,0,0,0.425523430109024,-0.362104803323746,1,0.729477941989899,-0.73028951883316,7,1,1000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2004,-0.488436698913574,0,0,0.391878038644791,-0.767089903354645,1,0.0583125837147236,-0.73028951883316,4,25,1331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2005,-0.488436698913574,0,0,0.361596316099167,0.0455055832862854,1,0.563771665096283,-0.73028951883316,8,49,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2006,-0.488436698913574,0,0,0.524797141551971,-0.446763277053833,1,0.157756149768829,-0.65637868642807,4,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2007,-0.306577682495117,0,0,0.654910683631897,-0.21821753680706,1,0.0583125837147236,-0.73028951883316,1,169,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2008,-0.306577682495117,0,0,0.758123874664307,-0.731322348117828,1,0.771285593509674,-0.73028951883316,9,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
"GA",2009,-0.306577682495117,0,0,0.361596316099167,-0.591670393943787,0,0.729477941989899,-0.73028951883316,0,64,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"abortion_consent_1992_201",0,0,0,0,0
