"state","year","policycongruent","gub_election","elect2","hvd_4yr","fedcrime","leg_dem_per_2pty","dem_governor","insession","propneighpol","citidist","squire_prof86","citi6008","crimespendpc","crimespendpcsq","violentthousand","pctwhite","stateincpercap","logpop","counter","counter2","counter3","intercept","event","billnum"
"Delaware",2000,0,1,1,36.6690902709961,0.316002994775772,45.5865287780762,1,1,1,11.1547403335571,0.19200000166893,52.248161315918,339.648010253906,123627.78125,6.11100006103516,74.5999984741211,33.8628463745117,13.5981454849243,5,1,8,1,0,1
"Delaware",2001,0,0,0,32.7694244384766,0.178453996777534,45.5865287780762,1,1,1,0.278329014778137,0.19200000166893,54.9352607727051,339.648010253906,115360.7734375,6,74.5999984741211,32.3801765441895,13.5606050491333,5,25,125,1,0,1
"Delaware",2002,0,0,1,32.7694244384766,0.287701010704041,49.245059967041,1,1,1,5.82882642745972,0.19200000166893,61.3659591674805,374.589294433594,123627.78125,6.75299978256226,74.5999984741211,32.3801765441895,13.5981454849243,1,16,1,1,0,1
"Delaware",2003,0,0,1,32.7694244384766,0.287701010704041,49.245059967041,1,1,1,33.3557014465332,0.19200000166893,57.7241706848145,349.244171142578,156244.6875,6,74.5999984741211,33.8628463745117,13.6115875244141,4,1,1,1,0,1
"Delaware",2004,0,0,0,33.0301513671875,0.114258997142315,49.245059967041,1,1,1,5.82882642745972,0.19200000166893,57.7241706848145,395.277984619141,156244.6875,6.11100006103516,74.5999984741211,31.0070514678955,13.5606050491333,1,9,1,1,0,1
"Florida",1999,0,0,1,26.3269500732422,0.316002994775772,38.8140983581543,0,1,0,8.72245979309082,0.254999995231628,49.2788314819336,161.965972900391,26294.005859375,8.53999996185303,83.0835266113281,29.0796203613281,16.5729484558105,1,1,8,1,0,1
"Florida",2000,0,0,0,27.2413558959961,0.287701010704041,38.3333396911621,0,1,0,8.72245979309082,0.254999995231628,41.8133888244629,162.154266357422,26232.9765625,8.53999996185303,83.0835266113281,29.0796203613281,16.5910396575928,2,1,1,1,0,1
"Florida",2001,0,0,1,26.3269500732422,0.287701010704041,38.8140983581543,0,1,0,8.72245979309082,0.254999995231628,49.2788314819336,161.965972900391,26294.005859375,8.11999988555908,83.0835266113281,27.3292751312256,16.5910396575928,2,4,1,1,0,1
"Florida",2002,0,0,1,26.3269500732422,0.316002994775772,38.8140983581543,0,1,0,24.9103603363037,0.254999995231628,41.8133888244629,162.154266357422,26232.9765625,8.53999996185303,78,27.3292751312256,16.5729484558105,2,1,8,1,0,1
"Florida",2003,0,0,0,27.2413558959961,0.316002994775772,38.3333396911621,0,1,0,24.9103603363037,0.254999995231628,49.2788314819336,161.965972900391,26294.005859375,8.11999988555908,78,27.3292751312256,16.5729484558105,1,1,1,1,0,1
"Florida",2004,0,0,1,26.3269500732422,0.287701010704041,38.3333396911621,0,1,0,8.72245979309082,0.254999995231628,41.8133888244629,162.154266357422,26232.9765625,8.11999988555908,78,29.0796203613281,16.5910396575928,1,4,8,1,0,1
"Georgia",1999,0,0,0,25.5780410766602,0.178453996777534,58.3333396911621,1,1,0.400000005960464,16.7095584869385,0.133000001311302,40.561840057373,151.659149169922,21571.6640625,5.33900022506714,65.0999984741211,29.269947052002,15.9459648132324,4,16,64,1,1,1
"Idaho",1999,0,0,0,29.5955810546875,0.178453996777534,21.4285697937012,0,1,0.833333313465118,3.32557988166809,0.119000002741814,18.6357002258301,162.188522338867,23315.970703125,2.45900011062622,91,26.0158061981201,14.0589847564697,2,16,8,1,0,1
"Idaho",2000,0,0,1,35.4645233154297,0.0936098992824554,14.2857103347778,0,1,0,14.4552297592163,0.119000002741814,27.6940498352051,163.783538818359,26305.1171875,2.44899988174438,94.4079437255859,25.6491298675537,14.1094512939453,4,25,27,1,0,1
"Idaho",2001,0,0,0,23.7266387939453,0.178453996777534,14.2857103347778,0,1,0,23.8092269897461,0.119000002741814,24.0557498931885,163.783538818359,22757.1796875,2.45900011062622,91,24.6826438903809,14.0589847564697,3,25,27,1,0,1
"Idaho",2002,0,0,1,29.5955810546875,0.316002994775772,10.8403396606445,0,1,0.833333313465118,3.32557988166809,0.119000002741814,24.0703601837158,163.783538818359,26825.046875,2.43099999427795,94.4079437255859,24.6826438903809,14.1094512939453,3,16,125,1,1,1
"Illinois",1999,0,0,1,27.4928817749023,0.114258997142315,49.1525382995605,0,1,0.16666667163372,33.7785797119141,0.301999986171722,58.1470489501953,142.451553344727,20292.4453125,6.33099985122681,78.3246383666992,32.6363067626953,16.3457908630371,4,1,8,1,0,1
"Illinois",2000,0,0,0,29.0281143188477,0.114258997142315,49.1525382995605,0,1,0,2.86212110519409,0.301999986171722,58.1470489501953,139.47053527832,19087.162109375,6.53800010681152,73.5,30.6185417175293,16.3298969268799,4,16,8,1,0,1
"Illinois",2001,0,0,0,27.4928817749023,0.178453996777534,49.1525382995605,0,1,0.5,21.2983798980713,0.301999986171722,54.3893089294434,138.156295776367,20292.4453125,6.53800010681152,73.5,30.6185417175293,16.3298969268799,4,4,8,1,0,1
"Illinois",2002,0,0,0,26.6043701171875,0.114258997142315,49.1525382995605,0,1,0,10.7705726623535,0.301999986171722,58.6501617431641,139.47053527832,20292.4453125,6.89499998092651,78.3246383666992,33.1840133666992,16.3457908630371,2,9,27,1,1,1
"Indiana",1999,0,0,0,28.5020599365234,0.178453996777534,44.5306091308594,1,1,0.5,24.5945892333984,0.138999998569489,38.9360008239746,136.724182128906,19416.4765625,3.4909999370575,87.5,28.5103530883789,15.631742477417,4,4,64,1,0,1
"Indiana",2000,0,0,0,33.1913146972656,0.316002994775772,44.5,1,1,0,1.83404755592346,0.138999998569489,46.045539855957,136.724182128906,15511.71875,3.4909999370575,87.5,27.4598274230957,15.6277408599854,1,16,27,1,0,1
"Indiana",2001,0,1,0,28.5020599365234,0.114258997142315,45.5,1,1,0.5,24.5945892333984,0.138999998569489,42.6898498535156,124.546051025391,19416.4765625,3.57299995422363,87.5,25.8990249633789,15.6224298477173,2,4,27,1,0,1
"Indiana",2002,0,0,0,28.5355606079102,0.287701010704041,44.5,1,1,0.25,1.83404755592346,0.138999998569489,48.9630584716797,112.623764038086,15511.71875,3.74600005149841,87.5,28.5103530883789,15.6224298477173,1,1,8,1,0,1
"Indiana",2003,0,0,0,33.1913146972656,0.316002994775772,45.5,1,1,0,5.84506988525391,0.138999998569489,48.9630584716797,112.623764038086,19416.4765625,3.74600005149841,87.5,25.8990249633789,15.6224298477173,1,4,1,1,0,1
"Indiana",2004,0,0,0,33.1913146972656,0.287701010704041,44.5306091308594,1,1,0,1.83404755592346,0.138999998569489,38.9360008239746,139.343017578125,12684.1123046875,3.71099996566772,87.5,28.5103530883789,15.6147365570068,3,4,64,1,0,1
"Iowa",1999,0,1,0,44.77880859375,0.0936098992824554,42,1,1,0.5,3.30193257331848,0.224999994039536,41.5309791564941,115.536773681641,16895.833984375,2.66400003433228,96.6268157958984,27.9345397949219,14.8862838745117,3,9,27,1,0,1
"Iowa",2000,0,0,0,46.3039627075195,0.0936098992824554,44,1,1,0.5,10.995509147644,0.224999994039536,51.1815185546875,115.536773681641,15156.9248046875,2.66400003433228,96.6268157958984,27.2932472229004,14.889892578125,2,16,125,1,0,1
"Iowa",2001,0,0,0,44.3271408081055,0.0936098992824554,42,1,1,1,23.9704494476318,0.224999994039536,51.1815185546875,115.536773681641,13348.74609375,2.68199992179871,96.6268157958984,29.4724349975586,14.889892578125,4,4,64,1,0,1
"Iowa",2002,0,0,0,44.3271408081055,0.114258997142315,42,1,1,0,23.9704494476318,0.224999994039536,41.5309791564941,128.07341003418,16542.66796875,2.79999995231628,96.6268157958984,27.9345397949219,14.889892578125,2,25,27,1,0,1
"Iowa",2003,0,0,0,45.274829864502,0.316002994775772,42,1,1,1,10.995509147644,0.224999994039536,47.8546104431152,129.983978271484,16402.798828125,2.85700011253357,93.9000015258789,28.8706245422363,14.889892578125,3,9,8,1,0,1
"Iowa",2004,0,0,1,45.274829864502,0.287701010704041,42,1,1,0.5,10.995509147644,0.224999994039536,51.1815185546875,129.983978271484,16542.66796875,2.68199992179871,93.9000015258789,28.8706245422363,14.8903007507324,4,16,1,1,0,1
"Kansas",1999,0,1,0,39.1483001708984,0.316002994775772,30.8999996185303,0,1,0.25,13.7371797561646,0.151999995112419,36.0478401184082,143.669372558594,20640.888671875,3.7720000743866,90.0875625610352,26.8256206512451,14.8091945648193,2,9,64,1,0,1
"Kansas",2000,0,0,1,37.844799041748,0.316002994775772,30.8999996185303,0,1,0.25,21.8516788482666,0.151999995112419,19.3537502288818,144.336547851562,20833.0390625,3.82800006866455,90.0875625610352,28.4773464202881,14.8091945648193,2,4,1,1,0,1
"Kansas",2001,0,0,0,37.844799041748,0.178453996777534,30.8999996185303,0,1,1,13.7371797561646,0.151999995112419,19.3537502288818,143.669372558594,20640.888671875,3.89400005340576,90.0875625610352,26.8256206512451,14.8091945648193,1,16,8,1,0,1
"Kansas",2002,0,0,0,37.844799041748,0.316002994775772,35.4500007629395,0,1,0.25,21.8516788482666,0.151999995112419,36.0478401184082,144.336547851562,20640.888671875,3.89400005340576,86.0999984741211,26.8256206512451,14.8091945648193,3,16,8,1,0,1
"Kansas",2003,0,0,0,39.1483001708984,0.287701010704041,35.4500007629395,0,1,0.25,11.6793699264526,0.151999995112419,36.0478401184082,118.733612060547,20833.0390625,4.03700017929077,86.0999984741211,28.4773464202881,14.8060960769653,1,9,27,1,0,1
"Kansas",2004,0,0,0,38.0295677185059,0.316002994775772,30.8999996185303,0,1,0.25,21.8516788482666,0.151999995112419,31.2261791229248,143.669372558594,20640.888671875,3.82800006866455,86.0999984741211,26.8256206512451,14.8060960769653,1,1,27,1,1,1
"Kentucky",1999,0,0,0,34.1912536621094,0.114258997142315,56.007438659668,1,1,1,1.8955500125885,0.101000003516674,15.3973999023438,160.941497802734,23319.8515625,2.71399998664856,90.0999984741211,26.3440685272217,15.2242565155029,4,25,1,1,1,1
"Louisiana",1999,0,0,1,22.4320220947266,0.114258997142315,66.1858978271484,0,1,1,8.86660957336426,0.185000002384186,24.2243194580078,164.223236083984,26969.271484375,6.86299991607666,63.9000015258789,23.5695648193359,15.3107490539551,4,9,1,1,1,1
"Maine",1999,0,1,1,51.0144348144531,0.316002994775772,54.9411811828613,0,1,0,21.1707992553711,0.160999998450279,65.4427871704102,128.311431884766,9539.349609375,1.11699998378754,98.4064178466797,25.1512680053711,14.0726156234741,4,16,27,1,0,1
"Maine",2000,0,0,1,51.0144348144531,0.114258997142315,54.6666603088379,0,1,0,12.9163007736206,0.160999998450279,71.6633071899414,128.311431884766,11726.2568359375,1.07799994945526,96.9000015258789,28.9079742431641,14.0520105361938,1,4,8,1,0,1
"Maine",2001,0,0,1,50.3495826721191,0.114258997142315,54.9411811828613,0,1,0,21.1707992553711,0.160999998450279,62.2734489440918,108.287841796875,11726.2568359375,1.11699998378754,96.9000015258789,26.6962070465088,14.0520105361938,2,4,8,1,0,1
"Maine",2002,0,0,1,51.0144348144531,0.287701010704041,54.9411811828613,0,1,0,21.1707992553711,0.160999998450279,71.6633071899414,113.835800170898,9539.349609375,1.07799994945526,96.9000015258789,25.1512680053711,14.0657205581665,4,9,64,1,0,1
"Maine",2003,0,0,0,51.0144348144531,0.316002994775772,53.470588684082,0,1,0,21.1707992553711,0.160999998450279,71.6633071899414,128.311431884766,9539.349609375,1.09599995613098,96.9000015258789,26.6962070465088,14.0657205581665,1,4,8,1,0,1
"Maine",2004,0,0,0,52.8240242004395,0.114258997142315,54.9411811828613,0,1,0,23.7837219238281,0.160999998450279,62.2734489440918,108.287841796875,9539.349609375,1.09599995613098,96.9000015258789,26.6962070465088,14.0601892471313,1,16,27,1,1,1
"Maryland",1999,0,1,0,40.3182411193848,0.114258997142315,71.6312103271484,1,1,0,14.4354009628296,0.203999996185303,67.5706024169922,230.682403564453,40205.59765625,7.81400012969971,64,34.6805458068848,15.4745969772339,1,1,64,1,0,1
"Maryland",2000,0,0,1,42.6065673828125,0.114258997142315,71.6312103271484,1,1,0,19.6910133361816,0.203999996185303,70.6427536010742,244.249481201172,53214.37109375,7.70800018310547,64,36.2077331542969,15.4852113723755,3,9,64,1,0,1
"Maryland",2001,0,0,1,40.3182411193848,0.316002994775772,71.6312103271484,1,1,0,30.2663803100586,0.203999996185303,66.9618911743164,244.249481201172,40205.59765625,7.86600017547607,64,36.2077331542969,15.4852113723755,2,16,27,1,0,1
"Maryland",2002,0,1,0,38.029914855957,0.178453996777534,71.6312103271484,1,1,0,14.4354009628296,0.203999996185303,66.9618911743164,244.249481201172,70773.890625,7.81400012969971,70.9816284179688,37.1088027954102,15.5088996887207,2,16,27,1,0,1
"Maryland",2003,0,1,0,38.3926048278809,0.178453996777534,71.6312103271484,1,1,0,19.6910133361816,0.203999996185303,63.3573112487793,244.249481201172,70773.890625,7.70800018310547,70.9816284179688,36.2077331542969,15.4745969772339,2,9,8,1,0,1
"Maryland",2004,0,1,1,38.3926048278809,0.287701010704041,72.6950378417969,1,1,0,14.4354009628296,0.203999996185303,63.3573112487793,244.249481201172,70773.890625,7.43400001525879,64,34.6805458068848,15.4745969772339,4,1,8,1,0,1
"Massachusetts",1999,0,0,0,17.4133453369141,0.178453996777534,82.4449691772461,0,1,0,33.4736824035645,0.614000022411346,76.6402435302734,190.596954345703,38361.99609375,4.84899997711182,84.5,38.2101821899414,15.6660127639771,1,1,64,1,0,1
"Massachusetts",2000,0,0,1,17.4133453369141,0.178453996777534,87.5,0,1,0.600000023841858,33.4736824035645,0.614000022411346,81.353271484375,222.581741333008,49542.6328125,4.77799987792969,84.5,38.2101821899414,15.6781578063965,2,1,8,1,0,1
"Massachusetts",2001,0,0,0,17.4133453369141,0.287701010704041,80.7643280029297,0,1,0,59.5589218139648,0.614000022411346,81.353271484375,190.596954345703,36327.19921875,5.51000022888184,89.843620300293,39.4624557495117,15.6588096618652,1,16,1,1,0,1
"Massachusetts",2002,0,0,0,17.0699920654297,0.178453996777534,80.7643280029297,0,1,0,42.8659591674805,0.614000022411346,75.9568862915039,190.596954345703,49542.6328125,4.84899997711182,84.5,39.4624557495117,15.6735782623291,4,9,27,1,0,1
"Massachusetts",2003,0,0,1,16.7266235351562,0.316002994775772,85.1432266235352,0,1,0.600000023841858,33.4736824035645,0.614000022411346,75.9568862915039,195.862182617188,45032.32421875,4.84899997711182,84.5,39.4624557495117,15.6735782623291,2,9,64,1,0,1
"Massachusetts",2004,0,0,1,17.4133453369141,0.178453996777534,80.7643280029297,0,1,0,33.4736824035645,0.614000022411346,75.9568862915039,212.208206176758,36327.19921875,4.76100015640259,89.843620300293,39.4624557495117,15.6735782623291,3,16,8,1,0,1
"Michigan",1999,0,0,0,51.9522895812988,0.316002994775772,43.080810546875,0,1,0,10.2876920700073,0.652999997138977,53.0614700317383,185.891021728516,39470.83984375,5.74900007247925,80.1999969482422,27.8584537506104,16.1136169433594,3,9,1,1,0,1
"Michigan",2000,0,0,1,51.9522895812988,0.178453996777534,43.3732109069824,0,1,0,10.2876920700073,0.652999997138977,51.4946098327637,198.672698974609,39470.83984375,5.55000019073486,80.1999969482422,27.8584537506104,16.1136169433594,1,4,1,1,0,1
"Michigan",2001,0,0,1,51.9522895812988,0.287701010704041,43.3732109069824,0,1,0,19.9705390930176,0.652999997138977,53.0614700317383,183.130981445312,33536.95703125,5.53900003433228,80.1999969482422,27.8584537506104,16.1136169433594,1,1,27,1,0,1
"Michigan",2002,0,0,0,52.0029678344727,0.287701010704041,43.3732109069824,0,1,0,19.9705390930176,0.652999997138977,58.1672782897949,183.130981445312,39470.83984375,5.74900007247925,80.1999969482422,29.3919372558594,16.1136169433594,1,1,27,1,0,1
"Michigan",2003,0,0,0,51.9522895812988,0.178453996777534,43.3732109069824,0,1,0,10.2876920700073,0.652999997138977,58.1672782897949,185.891021728516,33536.95703125,5.53900003433228,80.1999969482422,27.8584537506104,16.1136169433594,2,4,27,1,0,1
"Michigan",2004,0,0,1,52.0029678344727,0.316002994775772,43.3732109069824,0,1,0,19.9705390930176,0.652999997138977,51.4946098327637,183.130981445312,34555.47265625,5.53900003433228,83.4409713745117,29.3919372558594,16.1136169433594,2,9,8,1,0,1
"Minnesota",1999,0,0,0,56.5911712646484,0.287701010704041,54.2537307739258,0,1,1,8.50937271118164,0.199000000953674,56.3889617919922,124.653923034668,15538.6005859375,2.67199993133545,89.4000015258789,35.2738227844238,15.3993186950684,2,1,8,1,1,1
"Mississippi",1999,0,0,0,26.7676544189453,0.178453996777534,68.8267593383789,0,1,0,16.5176486968994,0.159999996423721,35.1797103881836,106.961715698242,14478.001953125,3.49900007247925,61.4000015258789,21.5554122924805,14.8656587600708,1,1,64,1,0,1
"Mississippi",2000,0,0,1,19.7683563232422,0.316002994775772,68.8267593383789,1,1,0,16.5176486968994,0.159999996423721,35.1797103881836,120.324569702148,11440.80859375,3.49900007247925,61.4000015258789,22.8138370513916,14.8656587600708,1,9,8,1,0,1
"Mississippi",2001,0,0,1,22.1014556884766,0.287701010704041,68.8267593383789,1,1,0.25,3.77253007888794,0.159999996423721,35.1797103881836,114.422500610352,14136.4541015625,3.49300003051758,61.4000015258789,21.5554122924805,14.8639135360718,1,16,64,1,0,1
"Mississippi",2002,0,0,0,19.7683563232422,0.287701010704041,68.8267593383789,0,1,0.25,3.77253007888794,0.159999996423721,29.3183994293213,106.961715698242,14478.001953125,3.49900007247925,63.4793586730957,22.8138370513916,14.8622360229492,1,9,64,1,0,1
"Mississippi",2003,0,1,0,19.7683563232422,0.114258997142315,68.8267593383789,1,1,0,10.811240196228,0.159999996423721,36.6432609558105,106.961715698242,14136.4541015625,3.49300003051758,63.4793586730957,21.5554122924805,14.8656587600708,1,1,1,1,0,1
"Mississippi",2004,0,1,0,26.7676544189453,0.316002994775772,68.8267593383789,0,1,0,16.5176486968994,0.159999996423721,35.1797103881836,120.324569702148,14478.001953125,3.60899996757507,63.4793586730957,23.1359634399414,14.8656587600708,2,9,27,1,0,1
"Missouri",1999,0,0,0,37.4117431640625,0.316002994775772,48.5621185302734,1,1,0.625,1.10745751857758,0.296999990940094,47.6599006652832,121.404357910156,14739.0185546875,5.0019998550415,84.9000015258789,27.8910980224609,15.5314588546753,4,1,64,1,1,1
"Montana",1999,0,1,1,44.8975296020508,0.114258997142315,44.5,0,0,0.75,8.02186870574951,0.109999999403954,42.3743591308594,162.553985595703,24765.7578125,3.11100006103516,92.7472763061523,25.31667137146,13.7073764801025,2,25,27,1,0,1
"Montana",2000,0,0,0,37.5735244750977,0.178453996777534,38.5,0,0,0,9.2834300994873,0.109999999403954,44.5046195983887,162.553985595703,24765.7578125,3.11100006103516,92.7472763061523,23.4699630737305,13.7284479141235,1,25,27,1,0,1
"Montana",2001,0,0,1,38.3321838378906,0.178453996777534,38.5,0,1,0.75,21.6513690948486,0.109999999403954,42.3743591308594,149.766708374023,26658.314453125,3.51999998092651,90.5999984741211,23.4699630737305,13.7138023376465,4,25,125,1,0,1
"Montana",2002,0,0,1,38.3321838378906,0.0936098992824554,38.5,0,0,0,1.9445024728775,0.109999999403954,44.5046195983887,164.360443115234,26658.314453125,3.65000009536743,90.5999984741211,22.0451107025146,13.7284479141235,4,16,1,1,0,1
"Montana",2003,0,0,0,44.8975296020508,0.178453996777534,40,0,1,0,8.02186870574951,0.109999999403954,42.3743591308594,149.766708374023,24765.7578125,3.51200008392334,90.5999984741211,25.31667137146,13.7073764801025,4,9,64,1,0,1
"Montana",2004,0,0,1,44.8975296020508,0.287701010704041,38.5,0,1,0.25,9.2834300994873,0.109999999403954,44.5046195983887,149.766708374023,27014.35546875,3.65000009536743,90.5999984741211,25.689474105835,13.7284479141235,1,9,8,1,0,1
"Nevada",1999,0,0,1,49.3920783996582,0.178453996777534,53.5714302062988,0,0,0,4.18690252304077,0.159999996423721,57.5724792480469,139.445938110352,20176.06640625,5.89200019836426,75.1999969482422,30.9855670928955,14.5883131027222,1,9,8,1,0,1
"Nevada",2000,0,1,1,45.3503112792969,0.287701010704041,54.7619018554688,0,1,0.800000011920929,4.18690252304077,0.159999996423721,47.810920715332,139.445938110352,19445.169921875,5.24200010299683,75.1999969482422,32.676929473877,14.5177221298218,1,9,64,1,0,1
"Nevada",2001,0,0,1,45.8205337524414,0.287701010704041,54.7619018554688,0,1,1,4.71556901931763,0.159999996423721,50.7749404907227,133.991226196289,21971.62890625,5.24200010299683,75.1999969482422,30.9855670928955,14.5547485351562,1,16,64,1,1,1
"New Hampshire",1999,0,1,0,58.0135726928711,0.178453996777534,40.8364601135254,0,1,0.666666686534882,6.86495733261108,0.0419999994337559,36.274829864502,94.4787673950195,8926.2373046875,1.75399994850159,96,34.7729759216309,14.0439882278442,1,16,1,1,0,1
"New Hampshire",2000,0,1,0,56.5383834838867,0.287701010704041,40.8008003234863,1,1,0,3.18390011787415,0.0419999994337559,34.5677108764648,91.5027542114258,10183.0302734375,1.61300003528595,96,35.7435569763184,14.0640459060669,1,4,1,1,0,1
"New Hampshire",2001,0,0,0,49.154972076416,0.0936098992824554,46.2562599182129,1,1,0,11.2621488571167,0.0419999994337559,34.5677108764648,94.4787673950195,9960.2626953125,1.75399994850159,96,34.7729759216309,14.0552845001221,2,16,27,1,0,1
