"state","year","fiscal_1","party","elect1","elect2","income_1","nbrpercn","religion","intercept","event"
3,86,-0.036,1,0,1,66.48,0,14.5,1,0
4,64,-0.052,1,0,0,93.74,0,29.6,1,0
4,65,-0.186,1,1,0,93.74,0,29.6,1,0
4,66,-0.186,1,0,0,70.38,0.1429,29.6,1,0
4,67,-0.052,1,1,0,61.73,0,29.6,1,0
4,68,-0.067,1,0,0,84.87,0,29.6,1,0
4,69,0.032,1,1,0,51.64,0,29.6,1,0
4,70,-0.052,1,1,0,66.46,0.1429,29.6,1,0
4,71,0.075,1,0,0,80.74,0,29.6,1,0
4,72,0.004,0,1,0,66.46,0,29.6,1,0
4,73,-0.052,1,1,0,102.6,0,29.6,1,0
4,74,-0.082,1,0,0,45.45,0,29.6,1,0
4,75,0.004,1,0,0,82.87,0,29.6,1,0
4,76,-0.054,1,0,0,47.22,0,29.6,1,0
4,77,-0.109,0,1,0,55.66,0,29.6,1,0
4,78,-0.021,1,0,0,86.25,0,29.6,1,0
4,79,-0.083,0,1,0,63.24,0,29.6,1,0
4,80,-0.054,1,1,0,63.24,0,29.6,1,0
4,81,-0.052,0,1,0,77.2,0,29.6,1,0
4,82,-0.001,1,0,0,63.24,0,29.6,1,0
4,83,0.032,0,0,0,80.74,0,29.6,1,0
4,84,-0.083,1,0,0,61.73,0,29.6,1,0
4,85,-0.083,0,0,0,93.74,0,29.6,1,0
4,86,-0.158,1,1,0,83.63,0,29.6,1,0
5,64,-0.077,0,0,1,110.8,0,6.2,1,0
5,65,-0.113,1,0,1,86.5,0,6.2,1,0
5,66,-0.032,0,0,0,111.7,0.3333,6.2,1,0
5,67,-0.32,1,0,1,91.4,0,6.2,1,0
5,68,-0.115,0,0,0,89.2,0.3333,6.2,1,1
6,64,-0.012,1,1,1,122,0,8.9,1,0
6,65,-0.048,1,1,1,95.11,0,8.9,1,0
6,66,-0.063,0,0,0,101.1,0,8.9,1,0
6,67,-0.283,0,0,0,85.18,0,8.9,1,0
6,68,-0.077,0,0,1,112,0,8.9,1,0
6,69,-0.048,1,0,1,122,0,8.9,1,0
6,70,-0.017,1,0,1,81.78,0,8.9,1,0
6,71,0.045,0,0,0,104.2,0.1429,8.9,1,0
6,72,-0.057,1,0,0,101.1,0.1429,8.9,1,0
6,73,-0.012,0,0,1,92.82,0.1429,8.9,1,0
6,74,-0.057,0,0,0,107.3,0,8.9,1,0
6,75,-0.005,1,0,0,122,0,8.9,1,0
6,76,-0.012,0,0,0,76.1,0,8.9,1,0
6,77,-0.048,1,0,1,100.7,0,8.9,1,0
6,78,0.045,1,1,0,85.18,0.1429,8.9,1,0
6,79,-0.283,0,0,1,89.17,0,8.9,1,0
6,80,-0.283,0,0,0,122,0,8.9,1,0
6,81,-0.123,1,0,0,122,0,8.9,1,0
6,82,-0.063,1,1,0,122,0,8.9,1,0
6,83,-0.127,1,0,1,122,0,8.9,1,0
6,84,0.028,1,0,0,98.47,0,8.9,1,0
6,85,-0.005,0,0,0,85.18,0,8.9,1,0
6,86,-0.009,1,0,1,100.7,0,8.9,1,0
7,64,-0.087,1,1,0,105.7,0,1.3,1,0
7,65,-0.046,0,0,1,110.9,0,1.3,1,0
7,66,-0.078,1,0,1,118.4,0,1.3,1,0
7,67,-0.046,1,0,0,118.4,0.3333,1.3,1,0
7,68,-0.124,1,0,1,110.9,1,1.3,1,0
7,69,-0.191,0,0,1,108.3,1,1.3,1,0
7,70,-0.046,0,0,0,100.4,0.6667,1.3,1,0
7,71,-0.078,1,1,0,90.74,0.3333,1.3,1,0
7,72,-0.136,0,1,1,105.7,1,1.3,1,1
8,64,-0.04,1,0,1,103.5,0,2.9,1,0
8,65,-0.309,1,1,0,94.94,0,2.9,1,0
8,66,-0.09,1,0,0,98.41,0.6667,2.9,1,0
8,67,-0.04,0,0,1,103.5,0,2.9,1,0
8,68,-0.309,1,1,1,96.62,0.6667,2.9,1,1
9,64,-0.001,1,0,1,98.3,0,15.3,1,0
9,65,0.024,1,0,0,88.6,0,15.3,1,0
9,66,-0.025,1,1,1,103.7,0,15.3,1,0
9,67,-0.001,1,0,0,98.3,0,15.3,1,0
9,68,0.002,1,0,1,123,0,15.3,1,0
9,69,-0.048,1,0,0,75.31,0,15.3,1,0
9,70,0.024,0,1,0,85.53,0,15.3,1,0
9,71,-0.132,1,0,1,100,0,15.3,1,0
9,72,0,1,0,1,98.92,0,15.3,1,0
9,73,-0.032,1,1,1,85.53,0,15.3,1,0
9,74,-0.132,1,1,0,98.3,0,15.3,1,0
9,75,-0.146,1,0,1,98.92,0,15.3,1,0
9,76,0.002,1,1,0,98.3,0,15.3,1,0
9,77,-0.146,1,0,0,67.98,0,15.3,1,0
9,78,-0.083,1,1,0,75.31,0,15.3,1,0
9,79,-0.028,0,1,1,123,0,15.3,1,0
9,80,-0.243,1,0,0,75.31,0,15.3,1,0
9,81,-0.026,1,1,1,118.1,0,15.3,1,0
9,82,-0.001,1,0,1,87.4,0,15.3,1,0
9,83,0.024,1,0,0,98.3,0,15.3,1,0
9,84,-0.028,0,0,1,71.16,0,15.3,1,0
9,85,-0.132,1,1,1,85.53,0,15.3,1,0
9,86,-0.1,1,0,1,110.7,0,15.3,1,0
10,64,-0.065,1,0,0,87.99,0,31.1,1,0
10,65,-0.075,1,0,0,93.14,0,31.1,1,0
10,66,-0.05,1,1,1,72.17,0,31.1,1,0
10,67,-0.211,1,0,0,82.34,0,31.1,1,0
10,68,-0.28,1,1,0,67.82,0,31.1,1,0
10,69,-0.086,1,0,0,97.91,0,31.1,1,0
10,70,-0.086,1,0,0,112.2,0,31.1,1,0
10,71,-0.037,1,0,0,93.74,0,31.1,1,0
10,72,-0.211,1,0,1,112.2,0,31.1,1,0
10,73,-0.065,1,0,1,112.2,0,31.1,1,0
10,74,-0.046,1,0,0,84,0,31.1,1,0
10,75,-0.105,1,0,1,77.99,0,31.1,1,0
10,76,-0.037,1,0,0,95.67,0,31.1,1,0
10,77,-0.28,1,0,1,93.74,0,31.1,1,0
10,78,-0.206,1,1,1,94.45,0,31.1,1,0
10,79,-0.006,1,1,0,93.74,0,31.1,1,0
10,80,-0.065,1,0,1,67.82,0,31.1,1,0
10,81,-0.063,1,0,0,93.14,0,31.1,1,0
10,82,-0.206,1,1,0,80.13,0,31.1,1,0
10,83,-0.105,1,0,0,97.91,0,31.1,1,0
10,84,-0.065,1,0,0,67.82,0,31.1,1,0
10,85,-0.105,1,1,0,67.82,0,31.1,1,0
10,86,-0.044,1,1,0,94.45,0,31.1,1,0
12,64,-0.098,0,1,0,89.29,0,33.6,1,0
12,65,-0.152,0,1,0,73.09,0,33.6,1,0
12,66,-0.089,1,0,0,92.99,0,33.6,1,0
12,67,-0.152,0,0,0,93.39,0,33.6,1,0
12,68,-0.237,0,0,0,88.87,0,33.6,1,0
12,69,-0.025,1,0,1,93.39,0.1667,33.6,1,0
12,70,-0.035,0,0,1,66.52,0,33.6,1,0
12,71,-0.154,0,0,0,85.26,0.3333,33.6,1,0
12,72,-0.13,0,1,1,73.09,0,33.6,1,0
12,73,-0.161,0,1,1,74.67,0,33.6,1,0
12,74,-0.13,0,0,1,99.51,0,33.6,1,0
12,75,-0.165,0,0,1,58.22,0,33.6,1,0
12,76,-0.12,1,0,1,95.51,0,33.6,1,0
12,77,-0.13,0,0,1,89.88,0,33.6,1,0
12,78,-0.119,0,0,1,89.88,0.3333,33.6,1,0
12,79,-0.057,1,1,0,93.39,0,33.6,1,0
12,80,-0.12,0,0,1,89.88,0,33.6,1,0
12,81,-0.198,0,0,0,94.02,0,33.6,1,0
12,82,-0.12,0,0,0,89.88,0,33.6,1,0
12,83,-0.062,0,0,1,95.51,0,33.6,1,0
12,84,-0.067,0,1,1,91.97,0,33.6,1,0
12,85,-0.025,0,0,1,85.26,0,33.6,1,0
12,86,-0.089,0,0,1,74.67,0.1667,33.6,1,0
13,64,-0.051,0,0,0,104.8,0,8.1,1,0
13,65,-0.038,0,0,0,101.3,0.1667,8.1,1,0
13,66,-0.038,0,0,1,86.6,0,8.1,1,0
13,67,-0.229,0,1,0,92.03,0.1667,8.1,1,0
13,68,-0.051,0,0,0,117.6,0.1667,8.1,1,0
13,69,-0.003,0,1,1,109.9,0,8.1,1,1
14,64,0.003,1,0,0,111.4,0.25,10.3,1,0
14,65,-0.112,1,0,1,99.82,0,10.3,1,0
14,66,-0.002,1,0,0,102.4,0,10.3,1,0
14,67,-0.104,1,1,0,102.4,0,10.3,1,0
14,68,-0.002,1,1,0,89.57,0.75,10.3,1,0
14,69,-0.112,0,0,0,88.26,0,10.3,1,0
14,70,-0.138,1,0,0,102.4,0.75,10.3,1,0
14,71,-0.242,0,0,0,72.67,0,10.3,1,0
14,72,-0.072,1,0,0,95.42,0.75,10.3,1,0
14,73,-0.282,1,0,0,79.82,0.75,10.3,1,0
14,74,-0.242,1,1,1,89.43,0.75,10.3,1,0
14,75,-0.104,0,0,1,93.98,0,10.3,1,0
14,76,-0.138,1,0,0,103.4,0.75,10.3,1,0
14,77,-0.045,0,0,1,102.4,0,10.3,1,0
14,78,-0.041,1,0,0,93.98,0.75,10.3,1,0
14,79,0.016,1,0,0,95.42,0.75,10.3,1,0
14,80,-0.112,0,0,0,107.7,0.75,10.3,1,0
14,81,-0.045,1,0,0,101.3,0,10.3,1,0
14,82,-0.071,1,1,1,108.5,0,10.3,1,0
14,83,0.118,1,0,0,86.34,0.75,10.3,1,0
14,84,-0.104,1,0,1,93.98,0.75,10.3,1,0
14,85,-0.115,1,1,1,88.26,0,10.3,1,0
14,86,-0.112,1,1,0,70.73,0.75,10.3,1,0
15,64,-0.141,0,0,1,67.35,0.1667,7.8,1,0
15,65,-0.142,0,0,0,108.4,0.1667,7.8,1,0
15,66,-0.226,1,0,0,110,0,7.8,1,0
15,67,-0.226,0,0,0,92.07,0.3333,7.8,1,0
15,68,-0.186,1,0,1,82.05,0,7.8,1,0
15,69,-0.255,1,0,1,86.34,0,7.8,1,0
15,70,-0.2,1,0,0,82.05,0,7.8,1,0
15,71,-0.255,1,1,1,108.3,0,7.8,1,1
16,64,-0.024,0,1,1,86.99,0,10.5,1,0
16,65,-0.041,0,0,0,98.19,0,10.5,1,0
16,66,-0.009,0,0,0,123.3,0.25,10.5,1,0
16,67,-0.11,0,0,0,100.8,0,10.5,1,0
16,68,-0.033,0,1,1,74.02,0,10.5,1,1
17,64,-0.206,0,1,1,52.29,0.25,31.4,1,0
17,65,-0.124,1,0,1,61.1,0.25,31.4,1,0
17,66,-0.009,1,0,1,67.87,0,31.4,1,0
17,67,-0.323,1,1,0,72.17,0,31.4,1,0
17,68,-0.004,1,0,0,64.24,0,31.4,1,0
17,69,-0.06,1,0,0,52.29,0,31.4,1,0
17,70,-0.206,1,0,1,89.85,0,31.4,1,0
17,71,-0.069,0,0,0,91.53,0.5,31.4,1,0
17,72,-0.009,0,1,0,57.33,0,31.4,1,0
17,73,-0.146,1,0,0,91.53,0.5,31.4,1,0
17,74,-0.146,0,1,1,73.34,0,31.4,1,0
17,75,-0.099,1,0,0,90.3,0.25,31.4,1,0
17,76,-0.124,1,0,1,77.08,0.25,31.4,1,0
17,77,-0.009,1,0,1,90.3,0,31.4,1,0
17,78,-0.091,1,1,0,82.28,0.25,31.4,1,0
17,79,-0.099,1,0,0,96.86,0,31.4,1,0
17,80,-0.146,1,0,0,86.47,0.25,31.4,1,0
17,81,-0.206,0,0,0,64.24,0.25,31.4,1,0
17,82,-0.181,1,0,0,93.09,0,31.4,1,0
17,83,-0.069,1,0,0,79.36,0.25,31.4,1,0
17,84,-0.107,1,1,1,88.1,0.25,31.4,1,0
17,85,-0.009,1,0,1,72.17,0,31.4,1,0
17,86,-0.091,1,0,1,82.28,0,31.4,1,0
18,64,-0.047,1,0,0,100.1,0,18.4,1,0
18,65,-0.082,0,1,0,88.47,0,18.4,1,0
18,66,-0.07,1,1,0,53.33,0,18.4,1,0
18,67,-0.091,1,1,0,85.33,0,18.4,1,0
18,68,-0.047,0,0,1,88.47,0,18.4,1,0
18,69,-0.01,1,0,1,97.49,0,18.4,1,0
18,70,-0.25,0,1,1,75.04,0,18.4,1,0
18,71,-0.25,1,1,1,98.61,0,18.4,1,0
18,72,-0.07,1,0,0,94.19,0,18.4,1,0
18,73,-0.01,1,1,1,87.72,0,18.4,1,0
18,74,-0.052,1,0,1,51.69,0,18.4,1,0
18,75,0.02,1,0,0,72.29,0,18.4,1,0
18,76,-0.052,1,1,1,100.1,0,18.4,1,0
18,77,-0.033,1,0,0,61.95,0,18.4,1,0
18,78,-0.203,1,0,1,72.29,0,18.4,1,0
18,79,-0.082,1,0,1,85.33,0,18.4,1,0
18,80,-0.067,1,0,1,53.33,0,18.4,1,0
18,81,-0.094,1,0,0,72.29,0,18.4,1,0
18,82,-0.067,0,1,0,101.8,0,18.4,1,0
18,83,-0.094,1,1,1,70.85,0,18.4,1,0
18,84,-0.105,1,0,0,70.14,0,18.4,1,0
18,85,-0.066,1,1,1,79.51,0,18.4,1,0
18,86,-0.217,1,0,1,58.08,0,18.4,1,0
19,64,-0.171,0,1,1,74.82,1,2.3,1,1
20,64,-0.072,1,0,1,105.3,0,4.9,1,0
20,65,-0.132,0,1,1,100.5,0.25,4.9,1,1
21,64,-0.301,0,0,0,89.02,0.3333,0.8,1,0
21,65,-0.066,0,0,1,101.3,0,0.8,1,0
21,66,-0.118,0,0,0,82.29,0.3333,0.8,1,0
21,67,-0.317,0,0,1,82.29,0.3333,0.8,1,0
21,68,-0.118,0,1,1,98.03,0.3333,0.8,1,0
21,69,-0.317,0,1,1,93.89,0.1667,0.8,1,1
22,64,-0.102,1,0,0,78.22,0,7.5,1,0
22,65,-0.235,0,0,0,74.5,0,7.5,1,0
22,66,-0.169,0,0,0,94.04,0,7.5,1,0
22,67,-0.102,0,0,1,90.01,0,7.5,1,0
22,68,-0.169,0,0,0,98.67,0,7.5,1,0
22,69,-0.102,0,1,1,97.19,0,7.5,1,0
22,70,-0.065,0,0,0,96.39,0,7.5,1,0
22,71,-0.097,0,0,1,97.19,0,7.5,1,0
22,72,-0.169,0,0,0,88.96,0,7.5,1,0
22,73,-0.276,0,0,0,98.67,0,7.5,1,0
22,74,-0.22,0,0,0,74.5,0,7.5,1,0
22,75,-0.235,0,1,1,74.5,0,7.5,1,0
22,76,-0.097,1,1,0,84.37,0,7.5,1,0
22,77,-0.097,1,1,0,94.04,0,7.5,1,0
22,78,-0.169,0,0,0,88.96,0,7.5,1,0
22,79,-0.097,0,0,0,98.67,0,7.5,1,0
22,80,-0.149,0,0,0,94.04,0,7.5,1,0
22,81,-0.097,0,1,0,74.5,0,7.5,1,0
22,82,-0.235,0,0,0,88.96,0,7.5,1,0
22,83,-0.169,0,1,0,98.67,0,7.5,1,0
22,84,-0.149,0,0,0,96.39,0,7.5,1,0
22,85,-0.22,0,0,0,96.39,0,7.5,1,0
22,86,-0.102,0,1,0,88.96,0,7.5,1,0
23,64,0.005,9,0,1,83.78,0.25,9.3,1,0
23,65,0,9,1,1,93.34,0,9.3,1,0
23,66,0.007,9,1,0,87.23,0,9.3,1,0
23,67,0,9,0,1,106.6,0,9.3,1,0
23,68,0.035,9,0,1,89.91,0,9.3,1,0
23,69,0.024,9,0,1,114.1,0,9.3,1,0
23,70,-0.244,9,1,1,98.58,0,9.3,1,0
23,71,-0.244,0,0,1,126.1,0,9.3,1,1
24,64,-0.059,1,0,1,81.25,0,34.4,1,0
24,65,-0.017,1,0,1,77.78,0,34.4,1,0
24,66,-0.253,1,1,0,40.33,0,34.4,1,0
24,67,-0.085,1,0,0,55.97,0,34.4,1,0
24,68,-0.017,1,0,0,80.23,0,34.4,1,0
24,69,-0.122,1,0,0,44.86,0,34.4,1,0
24,70,-0.111,1,0,0,71.79,0,34.4,1,0
24,71,-0.059,1,0,1,81.25,0,34.4,1,0
24,72,-0.078,1,1,0,81.25,0,34.4,1,0
24,73,-0.063,1,0,1,72.95,0,34.4,1,0
24,74,-0.072,1,0,0,65.49,0,34.4,1,0
24,75,-0.067,1,1,0,55.97,0,34.4,1,0
24,76,-0.122,1,0,1,44.86,0,34.4,1,0
24,77,-0.059,1,0,0,75.37,0,34.4,1,0
24,78,-0.096,1,0,0,62.29,0,34.4,1,0
24,79,-0.072,1,1,0,77.78,0,34.4,1,0
24,80,-0.253,1,0,0,65.49,0,34.4,1,0
24,81,-0.063,1,0,1,71.79,0,34.4,1,0
24,82,-0.059,1,0,0,69.11,0,34.4,1,0
24,83,-0.254,1,0,0,60.82,0,34.4,1,0
24,84,-0.3,1,0,0,40.33,0,34.4,1,0
24,85,-0.3,1,0,1,41.33,0,34.4,1,0
24,86,-0.09,1,1,1,57.47,0,34.4,1,0
25,64,-0.142,0,0,1,71.71,0.125,20.4,1,0
25,65,-0.013,0,0,1,79.94,0.125,20.4,1,0
25,66,-0.095,0,0,0,102.1,0,20.4,1,0
25,67,-0.082,1,0,1,84.5,0.125,20.4,1,0
25,68,-0.12,0,0,0,92.41,0.125,20.4,1,0
25,69,-0.082,0,0,1,76.65,0.125,20.4,1,0
25,70,-0.022,1,0,0,103.8,0.125,20.4,1,0
25,71,-0.142,0,0,0,84.5,0,20.4,1,0
25,72,-0.039,0,0,1,90.22,0,20.4,1,0
25,73,-0.154,1,0,0,92.41,0,20.4,1,0
25,74,-0.092,0,1,1,84.5,0.125,20.4,1,0
25,75,-0.104,0,0,0,95.77,0,20.4,1,0
25,76,0.047,0,0,1,99.15,0.125,20.4,1,0
25,77,-0.104,1,0,0,92.41,0,20.4,1,0
25,78,0.022,1,0,0,76.65,0.125,20.4,1,0
25,79,-0.056,1,0,1,87.72,0,20.4,1,0
25,80,-0.082,1,0,1,90.22,0,20.4,1,0
25,81,-0.022,1,0,1,103.8,0.125,20.4,1,0
25,82,-0.144,1,0,0,71.71,0,20.4,1,0
25,83,-0.056,0,0,0,105.1,0.125,20.4,1,0
25,84,-0.109,1,0,1,90.22,0.125,20.4,1,0
25,85,-0.109,1,0,1,105.1,0.125,20.4,1,0
25,86,-0.142,1,0,1,102.1,0,20.4,1,0
26,64,-0.132,0,1,1,76.29,0,7.9,1,0
26,65,-0.138,0,0,1,88.86,0,7.9,1,0
26,66,-0.116,0,0,1,64.31,0,7.9,1,0
26,67,-0.085,1,0,1,98.08,0,7.9,1,0
26,68,-0.039,0,0,1,91.96,0,7.9,1,0
26,69,-0.138,0,0,1,64.31,0,7.9,1,0
26,70,-0.088,0,0,0,95.76,0,7.9,1,0
26,71,-0.136,0,0,1,80.15,0,7.9,1,0
26,72,-0.088,0,0,0,99.04,0,7.9,1,0
26,73,-0.144,0,0,1,73.73,0,7.9,1,0
26,74,-0.059,1,0,0,94.47,0,7.9,1,0
26,75,-0.167,0,0,0,89.62,0,7.9,1,0
26,76,-0.088,0,0,1,98.08,0,7.9,1,0
26,77,-0.085,0,0,1,98.2,0,7.9,1,0
26,78,-0.132,0,0,0,83.74,0,7.9,1,0
26,79,-0.039,0,0,1,91.96,0,7.9,1,0
26,80,-0.065,0,1,0,83.74,0,7.9,1,0
26,81,-0.103,0,0,0,89.62,0,7.9,1,0
26,82,-0.039,0,0,0,80.15,0,7.9,1,0
26,83,-0.15,0,0,0,95.76,0,7.9,1,0
26,84,-0.149,0,0,1,64.59,0,7.9,1,0
26,85,-0.1,0,0,1,71.4,0,7.9,1,0
26,86,-0.061,0,0,0,74.17,0,7.9,1,0
27,64,0.033,9,0,1,82.77,0,10.9,1,0
27,65,0.007,9,0,0,108.5,0,10.9,1,0
27,66,-0.045,9,0,0,93.59,0,10.9,1,0
27,67,-0.052,9,0,0,92.49,0,10.9,1,0
27,68,-0.087,9,0,1,92.49,0,10.9,1,0
27,69,-0.009,9,1,0,95.94,0,10.9,1,0
27,70,0.033,9,1,0,95.94,0,10.9,1,0
27,71,-0.015,9,0,0,71.85,0,10.9,1,0
27,72,0.007,9,0,0,115.1,0,10.9,1,0
27,73,-0.05,9,0,0,89.28,0,10.9,1,0
27,74,-0.176,9,0,0,95.46,0,10.9,1,0
27,75,0.033,9,1,0,109.2,0,10.9,1,0
27,76,-0.05,9,0,0,89.46,0,10.9,1,0
27,77,-0.009,9,0,1,95.46,0,10.9,1,0
27,78,-0.05,9,0,0,115.1,0,10.9,1,0
27,79,-0.22,9,1,0,115.1,0,10.9,1,0
27,80,0.02,9,0,1,102.6,0,10.9,1,0
27,81,-0.22,9,0,0,109.2,0,10.9,1,0
27,82,-0.015,9,0,0,109.2,0,10.9,1,0
27,83,-0.063,9,0,0,95.94,0,10.9,1,0
27,84,-0.176,9,0,0,111.8,0,10.9,1,0
27,85,-0.087,9,1,0,89.46,0,10.9,1,0
27,86,0.019,9,0,1,111.8,0,10.9,1,0
28,64,-0.257,1,0,1,85.19,0,13.4,1,0
28,65,-0.22,0,0,0,87.95,0,13.4,1,0
28,66,-0.101,1,0,1,87.95,0,13.4,1,0
28,67,-0.178,1,0,1,85.13,0,13.4,1,0
28,68,-0.22,0,0,1,122.5,0,13.4,1,0
28,69,-0.074,1,0,0,116.5,0,13.4,1,0
28,70,-0.206,1,0,1,122.5,0,13.4,1,0
28,71,-0.149,0,0,0,113.4,0.6,13.4,1,0
28,72,-0.101,1,0,1,85.19,0,13.4,1,0
28,73,-0.149,1,0,0,124,0.6,13.4,1,0
28,74,-0.149,1,0,1,88.28,0.6,13.4,1,0
28,75,-0.277,0,0,1,88.28,0,13.4,1,0
28,76,-0.167,1,0,1,123.5,0,13.4,1,0
28,77,-0.139,0,1,1,116.5,0,13.4,1,1
29,64,-0.189,0,1,0,4,0,1,1,0
29,65,-0.189,0,1,0,7,0,1,1,0
29,66,-0.189,0,1,0,52,0,1,1,0
29,67,-0.189,0,1,0,11,0,1,1,0
29,68,-0.189,0,1,0,8,0,1,1,0
29,69,-0.189,0,1,0,26,0,1,1,0
29,70,-0.189,0,1,0,7,0,1,1,0
29,71,-0.189,0,1,0,57,0,1,1,0
29,72,-0.189,0,1,0,44,0,1,1,0
29,73,-0.189,0,1,0,5,0,1,1,0
29,74,-0.189,0,1,0,14,0,1,1,0
29,75,-0.189,0,1,0,33,0,1,1,0
29,76,-0.189,0,1,0,40,0,1,1,0
29,77,-0.189,0,1,0,59,0,1,1,0
29,78,-0.189,0,1,0,28,0,1,1,0
29,79,-0.189,0,1,0,22,0,1,1,0
29,80,-0.189,0,1,0,21,0,1,1,0
29,81,-0.189,0,1,0,31,0,1,1,0
29,82,-0.189,0,1,0,14,0,1,1,0
29,83,-0.189,0,1,0,45,0,1,1,0
29,84,-0.189,0,1,0,6,0,1,1,0
29,85,-0.189,0,1,0,48,0,1,1,0
29,86,-0.189,0,1,0,3,0,1,1,0
30,64,-0.061,0,1,0,85.88,0.3333,1.1,1,0
30,65,-0.167,0,0,1,85.88,0,1.1,1,0
30,66,-0.047,1,0,0,85.88,0,1.1,1,0
30,67,-0.061,0,0,0,83.69,0,1.1,1,0
30,68,-0.047,1,0,1,97.79,0,1.1,1,0
30,69,-0.16,1,0,0,101.9,0,1.1,1,0
30,70,-0.16,1,0,0,90.64,0.3333,1.1,1,0
30,71,-0.16,1,1,1,104.1,0,1.1,1,0
30,72,-0.08,0,0,1,83.69,0,1.1,1,0
30,73,-0.16,1,1,0,90.64,0,1.1,1,0
30,74,-0.166,0,0,0,106.6,0.3333,1.1,1,0
30,75,-0.121,1,0,0,93.74,0,1.1,1,0
30,76,-0.061,0,0,1,101.9,0.3333,1.1,1,0
30,77,-0.047,0,1,0,97.79,0.3333,1.1,1,0
30,78,-0.16,1,0,0,101.9,0,1.1,1,0
30,79,-0.061,0,1,0,83.69,0,1.1,1,0
30,80,-0.16,1,0,1,83.69,0.3333,1.1,1,0
30,81,-0.061,0,1,0,104.1,0,1.1,1,0
30,82,-0.167,1,0,0,93.74,0.3333,1.1,1,0
30,83,-0.18,0,0,0,101.9,0,1.1,1,0
30,84,-0.166,1,0,0,101.9,0.3333,1.1,1,0
30,85,-0.08,1,0,0,83.69,0.3333,1.1,1,0
30,86,-0.166,1,0,0,90.64,0,1.1,1,0
31,64,0.069,1,0,0,77.61,0,16.4,1,0
31,65,-0.199,0,1,1,64.9,0,16.4,1,0
31,66,0.038,1,0,0,64.9,0,16.4,1,0
31,67,-0.223,1,0,1,91.1,0,16.4,1,0
31,68,0.107,0,0,0,77.61,0,16.4,1,0
31,69,0.138,1,0,1,90.42,0.4,16.4,1,0
31,70,-0.199,0,0,0,72.38,0,16.4,1,0
31,71,0.039,1,0,0,90.42,0,16.4,1,0
31,72,0.138,0,0,0,97.66,0,16.4,1,0
31,73,0.045,0,0,0,97.66,0,16.4,1,0
31,74,0.037,1,1,0,83.14,0,16.4,1,0
31,75,0.009,1,0,0,97.66,0,16.4,1,0
31,76,0.063,1,0,0,75.22,0,16.4,1,0
31,77,-0.223,0,1,0,77.61,0,16.4,1,0
31,78,0.023,0,1,0,83.14,0,16.4,1,0
31,79,0.059,0,0,1,91.1,0,16.4,1,0
31,80,0.063,0,1,0,64.9,0.4,16.4,1,0
31,81,0,1,0,0,97.66,0,16.4,1,0
31,82,0.159,1,1,1,65.89,0,16.4,1,0
31,83,0.063,1,1,0,68.32,0,16.4,1,0
